,fM3Trans,fAsym,fConc,fDist,fM3Long,fSize,fWidth,fLength,fAlpha
385,11.3766,-1.0313,0.3371,196.962,27.1641,2.7243,17.7987,36.9446,5.7144
5518,-14.7528,-81.6875,0.2936,188.461,75.9449,2.635,20.2325,70.0897,18.056
14904,10.3233,-45.0252,0.3535,182.448,-12.538,2.5453,17.5422,31.8536,20.028
12511,9.7395,-14.1025,0.7529,175.459,4.8925,2.2148,10.6018,13.0051,80.4307
12496,18.1643,-40.5249,0.263,315.588,-42.359,3.3005,22.5107,73.449,46.4513
6648,3.9827,10.182,0.5556,116.047,-19.2808,2.4624,11.2399,19.5667,9.132
1985,9.6029,-128.872,0.1511,199.395,-49.77,3.0934,22.8978,121.5846,3.2776
6848,14.2623,29.591,0.4529,173.549,-19.9497,2.3883,16.4293,29.5483,20.7634
14283,-36.0663,-6.4467,0.1596,40.7657,-54.2835,3.2503,38.2386,77.3151,77.0349
14087,-3.7829,-14.7089,0.6494,140.2448,5.5036,2.2504,12.0213,12.6315,45.0711
11890,10.0215,7.7603,0.4523,40.2113,-12.0617,2.4935,10.3156,18.7485,80.4307
18960,-19.695,-140.9462,0.2389,54.8511,-90.9151,3.9838,73.1423,124.4514,60.3617
1471,-16.0488,-3.135,0.437,162.2,15.9895,2.635,17.4475,27.5346,28.8291
148,10.6797,28.2765,0.5923,136.651,15.8826,2.4249,12.7089,28.9743,3.2549
11663,-6.1923,23.1461,0.1736,257.193,63.7105,3.1438,29.0411,79.4345,8.538
4172,15.9506,80.4449,0.1385,228.349,69.9837,3.1433,27.935,79.0178,9.0533
4040,18.032,-92.0304,0.1694,269.253,53.2844,3.239,27.9443,60.6909,3.4856
17833,8.1397,-2.9891,0.3551,241.6005,-6.1621,2.7308,21.6959,30.5474,72.9346
1057,-7.1838,58.8582,0.1469,179.803,25.9448,3.3365,27.1889,51.2637,20.656
17918,1.4599,-5.8405,0.4797,126.1629,9.768,2.4191,18.1898,18.2925,53.7221
11620,-16.1377,44.4752,0.2161,278.761,33.5526,3.073,25.8986,47.985,1.985
1194,25.3238,18.1707,0.1125,173.38,90.2158,3.6761,37.2663,91.8755,1.873
2400,2.6469,-14.8853,0.3425,204.592,-11.6992,2.7712,16.8473,28.9897,20.371
4655,12.9198,-101.882,0.5623,238.875,71.2318,2.7627,12.1401,92.0007,4.149
4035,5.0304,45.8372,0.3574,205.412,22.9017,2.7926,17.989,41.7932,3.713
17540,-18.1936,26.2155,0.3596,222.872,-25.2821,2.7694,20.0706,30.8219,43.2397
13977,-8.2839,-53.5094,0.2736,199.671,61.3155,2.8011,12.2636,71.5616,15.9883
9532,-14.9239,-95.9883,0.2568,241.618,42.7297,2.7694,14.2196,58.4387,2.826
1143,-9.4736,-45.9685,0.1943,337.885,79.6719,3.6193,37.6173,93.7206,6.552
7513,-12.5216,8.7399,0.2786,49.4711,32.0105,2.8929,20.0292,42.5919,18.0434
18017,57.2381,-10.2615,0.0439,354.4363,95.0725,4.1987,87.5125,91.8755,60.3617
13708,-14.4452,71.932,0.3873,147.225,58.0618,2.9941,21.3805,57.9233,8.2019
7902,-8.7804,-1.6762,0.5265,131.568,19.0625,2.499,15.5049,24.6708,12.4336
16705,5.8623,-4.1092,0.5177,144.1204,5.4024,2.233,11.1387,16.8782,83.7854
759,-8.8082,37.1921,0.2771,194.185,28.5863,2.7493,17.0329,36.9453,7.058
5464,-7.1287,27.244,0.6268,185.821,-9.7678,2.2148,12.1067,21.4159,31.3026
12932,24.9133,25.0551,0.2718,288.1879,87.9854,3.2648,30.2821,86.5058,21.7952
7603,0.0,6.806,0.738,68.3739,0.0,2.0774,0.0,18.7485,80.6581
3374,-6.5174,-93.2578,0.1722,270.21,95.1321,3.8976,37.7617,103.7022,8.5405
17910,6.6876,51.8046,0.2638,78.8224,31.9019,2.7493,14.6309,47.9518,11.218
18276,15.4853,-28.4715,0.339,181.371,26.2659,2.7604,20.297,32.6126,8.7643
9975,-5.3946,10.977,0.3921,238.556,2.5094,2.7796,14.5068,38.909,3.7502
9613,11.3575,8.6408,0.5443,165.33,16.3082,2.5259,11.5225,24.7426,2.242
3521,-11.6604,-25.4291,0.3238,171.163,33.5526,2.8929,17.3085,44.3606,8.974
3243,-7.3818,-0.7853,0.5938,92.8949,12.3037,2.3253,10.9445,20.7885,19.335
16841,4.9946,79.9489,0.5647,167.128,18.6448,2.5629,11.6175,42.5722,11.1276
16585,15.8426,72.8068,0.3322,120.3123,69.7887,2.6359,25.1711,70.9683,48.9157
15235,8.1191,-27.2762,0.4806,195.525,-18.5736,2.3664,16.1697,24.7426,21.0253
18260,11.0517,45.5559,0.3374,239.511,44.8596,2.9825,16.2279,66.6981,3.7613
17749,7.8975,18.9565,0.5366,181.7789,-9.1789,2.6933,12.2498,28.8702,7.1369
13526,-22.3954,-43.4277,0.2652,200.796,31.8729,2.7616,27.3232,50.6311,14.6597
4152,19.6189,52.4041,0.238,126.571,57.6959,2.9893,28.4649,64.4932,0.2328
13305,-82.2478,-30.272,0.1541,171.7382,-136.6972,3.3742,83.5381,180.1338,47.0808
14756,-46.5113,66.553,0.0584,134.832,-90.9151,4.1165,83.9576,126.029,84.6314
11058,20.0531,-28.0846,0.2918,312.446,-22.8975,2.6788,28.1032,63.3379,4.4256
888,-13.12,-4.5987,0.1309,72.582,46.9113,3.5201,28.3801,78.5841,15.103
6043,-15.4309,-50.2587,0.3184,292.449,-44.2358,3.3252,29.5407,66.5409,0.829
5916,33.7141,-134.26,0.2188,345.521,90.2158,3.2648,51.2485,118.747,1.804
7735,-20.4546,64.454,0.1421,261.179,71.3852,3.5835,38.2386,84.7453,6.582
2310,5.567,-36.0433,0.1672,325.697,48.376,3.6665,37.2663,78.5832,1.2306
16300,-13.5594,-77.7625,0.3958,342.053,-101.0299,2.895,29.0411,84.7453,0.26
16253,5.9391,25.2819,0.367,265.7389,13.0967,2.8595,13.3692,42.5896,66.1754
4487,17.0315,8.3139,0.2991,220.931,28.7091,2.828,21.1399,36.6834,6.2452
15504,-18.8752,13.7372,0.2321,204.824,-13.4367,3.099,26.2535,25.5694,16.183
13330,-3.0781,24.5922,0.5615,67.9618,20.6561,2.4289,9.6425,24.1417,20.91
11946,3.9586,-16.7901,0.405,192.161,21.48,2.634,15.4689,29.2813,14.3231
17842,-7.181,44.6591,0.4778,206.231,12.2213,2.3139,12.5482,21.0846,14.781
16259,75.1959,11.1289,0.1251,328.8961,-270.1926,3.2183,87.9125,187.586,8.5405
16778,29.925,14.4814,0.2652,373.8893,56.1975,3.4637,42.34,60.5815,4.1242
4197,-13.9255,-70.3242,0.3165,256.883,44.0177,2.6464,21.5161,56.4648,51.614
9990,-13.1869,66.4239,0.2178,300.69,60.7529,3.1179,27.935,68.4755,8.2019
16983,-15.869,7.5798,0.2833,133.881,35.8661,3.5655,25.7419,45.0083,8.2019
431,-18.7103,6.9242,0.2667,162.335,13.2407,2.6069,22.0162,29.2226,32.7935
9851,-2.6572,22.4953,0.278,201.515,56.1975,3.0953,18.799,45.2838,7.56
13243,85.3448,-37.2418,0.116,302.999,-121.458,3.6457,71.5243,141.967,68.163
11674,-23.1977,64.4961,0.1311,182.689,46.6113,2.9783,27.1889,57.0396,49.0018
8328,-10.0031,12.261,0.2637,95.863,15.8398,2.6359,19.108,26.6952,69.938
1657,4.9216,19.1143,0.2263,252.168,48.376,3.1518,20.1572,76.1909,1.343
10705,10.2099,40.5613,0.4409,122.346,15.8826,2.3646,11.4154,27.8821,18.4008
413,7.7899,60.5019,0.3217,122.613,48.698,2.7447,12.6085,50.6311,31.7172
13892,9.5871,35.4725,0.4592,203.537,17.8698,2.6048,16.221,26.5096,15.6504
8175,3.0901,1.5677,0.4775,105.52,19.256,2.6464,10.5065,31.0838,3.9266
1050,7.7526,15.6373,0.7066,174.136,-6.6979,2.2504,10.812,12.9089,21.0253
16,11.3256,-4.7746,0.2865,191.455,13.385,2.8136,17.7987,37.2728,27.4297
18963,3.9065,2.9885,0.4077,238.214,-17.2267,2.7462,15.8483,28.0883,35.5834
11366,-12.0902,45.2689,0.2799,283.211,37.1014,3.1978,27.9276,52.8168,19.335
4897,23.1442,-31.276,0.2606,300.035,-60.0875,3.4508,29.6883,77.0789,1.892
8940,4.6985,1.8017,0.5587,94.9036,10.0746,2.238,10.6649,17.9872,14.6067
15902,9.4337,-51.9364,0.325,366.3433,19.6324,3.022,27.5117,61.5118,48.9157
14614,-59.6544,-131.978,0.1118,300.036,-89.2606,3.7016,71.9712,134.9985,84.6314
13212,33.9156,86.4579,0.1968,213.4696,57.6991,3.2579,41.2324,64.3999,31.218
15436,-6.4531,86.5018,0.5695,125.601,-16.3279,2.3655,6.8989,26.0508,18.736
17449,7.3248,38.6563,0.3978,196.192,19.8767,2.6787,12.2636,27.4623,16.315
16864,4.4002,6.1961,0.5502,229.118,-17.6264,2.3086,7.2769,19.8391,7.035
821,11.8166,-14.9342,0.7593,218.84,4.8925,2.2148,10.9243,13.0051,20.028
7441,-2.1569,3.5753,0.636,190.704,11.9279,2.2504,10.7672,16.5264,50.6682
15868,-25.5589,92.5337,0.1505,60.374,49.1103,3.6605,31.2076,73.2948,5.2981
18104,9.6703,-20.901,0.4223,204.87,-18.1144,2.4829,15.4678,27.8575,4.232
2676,-9.8572,18.4146,0.3526,222.612,23.2029,2.786,13.0904,29.279,7.9947
17005,73.154,-213.901,0.2274,256.439,-163.925,3.3614,73.065,214.44,86.5559
2525,9.2773,-18.2012,0.4069,38.5349,13.3708,2.567,14.0922,22.7815,53.7318
3249,-6.4183,14.8025,0.4469,167.598,13.385,2.5455,14.2196,23.57,12.137
17758,18.4183,-80.7482,0.2895,258.577,71.4978,2.9854,26.2025,84.9009,3.9228
1426,20.7366,-57.1064,0.2265,270.904,-69.1267,3.1438,29.923,81.3975,18.4008
11756,-24.0202,-36.6549,0.3015,323.495,51.0764,3.153,29.4361,62.6624,8.2019
5499,7.4962,-34.4592,0.6695,152.483,-19.1357,2.57,10.693,27.1802,6.582
7057,-15.7211,-72.7971,0.1307,312.777,-55.2142,3.7439,62.2788,118.747,1.112
7468,2.3665,40.9529,0.4436,222.206,28.5863,2.5072,10.3988,32.2241,52.2617
14927,-9.8045,7.0156,0.1839,243.1062,68.9885,3.1778,28.1355,76.1034,29.1685
13843,-28.164,23.6759,0.3141,234.6044,47.0683,3.1518,25.1567,41.7541,48.1747
11449,16.8807,36.8669,0.4039,132.624,-9.8819,2.4298,17.4475,21.0846,19.9366
15309,20.9173,-98.3865,0.1996,257.7743,-84.68,3.3252,40.1891,153.344,77.7655
14381,-10.4501,-13.5033,0.7761,79.1494,-6.6979,2.1761,11.6158,13.2301,68.7907
11840,-10.4764,-5.5718,0.4688,105.204,3.7697,2.5527,14.9003,23.6155,77.0349
9755,-7.5029,3.9919,0.5771,105.127,13.954,2.3139,10.9692,18.4932,12.863
8826,10.4587,-7.8864,0.3697,149.701,-13.463,2.6248,16.2359,26.591,1.701
4011,7.831,-33.0433,0.2831,177.243,-13.3006,2.567,16.0322,29.0874,20.7634
10754,11.9598,42.2594,0.2243,229.198,47.0768,2.9965,24.5639,58.6891,20.656
11482,-4.7056,88.4984,0.1736,275.836,56.888,3.4816,35.2459,70.9683,4.034
11483,-4.5091,6.14,0.4187,173.98,18.6435,2.5092,15.4678,27.3015,12.1098
7804,-14.8925,-15.4295,0.1486,228.735,-22.7481,3.6073,27.8075,43.9615,3.062
15089,-11.3435,-3.3701,0.6406,241.61,5.5436,2.4598,10.5165,16.559,83.7854
9895,-15.1241,14.9229,0.23,230.259,19.4856,3.0529,20.2441,36.9446,7.1492
2272,-11.5755,16.9941,0.4849,154.319,21.4163,2.567,11.3751,23.9604,5.2981
1541,-8.5784,-10.7293,0.8165,99.625,16.6283,2.5072,11.6572,24.7122,26.629
10027,18.5449,-4.2095,0.2828,60.8754,25.3813,2.7789,21.7627,31.1421,20.6373
14038,-10.5872,-27.3354,0.3781,218.8926,-19.655,2.9893,10.5255,24.66,82.1691
12430,7.4105,14.6428,0.1911,178.182,27.947,3.1914,20.8049,40.8865,8.889
17826,-27.826,5.6429,0.261,186.859,82.457,2.9582,32.1569,83.6276,13.1944
9255,-9.777,17.4768,0.3228,254.646,20.1895,2.8179,12.4866,42.5823,10.694
15060,10.1228,-0.4332,0.4812,190.6379,5.4024,2.3189,16.0322,16.9771,45.0711
12039,11.7037,23.2737,0.4379,141.587,-18.5736,2.4829,12.7377,25.4758,16.315
8150,8.245,-10.7008,0.3604,198.41,-16.419,2.5792,14.9526,24.6743,11.399
9617,-9.2849,17.4816,0.158,185.195,59.1684,3.1179,27.9276,62.0891,10.196
6297,10.9886,21.4601,0.3352,107.398,22.6601,2.702,18.1143,25.9214,21.5562
10129,16.7601,57.5241,0.5907,137.916,25.9448,2.5072,16.1387,31.5877,10.262
8614,6.3345,2.5672,0.5897,129.21,-11.3924,2.4298,12.5435,17.0422,26.629
9469,11.6801,16.5788,0.4922,96.2171,12.8982,2.3309,11.6747,25.6468,14.3231
4934,22.2242,4.1133,0.1449,235.688,46.6113,3.239,30.9426,65.8461,6.479
12066,8.7595,40.7811,0.2626,199.098,31.939,3.0075,22.0162,47.985,15.2636
6928,4.2132,-12.2795,0.5714,169.087,14.2452,2.2188,12.1376,20.5417,32.071
3951,5.671,-9.4964,0.4866,191.119,-14.8719,2.499,12.636,23.57,38.2
2907,-17.9315,16.2979,0.4021,356.976,26.6549,2.7464,21.9778,34.9246,1.511
9552,-5.6857,19.6741,0.6682,120.232,18.2349,2.2024,6.6438,20.4624,37.168
13039,-22.2363,-76.833,0.3173,388.062,-33.6173,3.307,26.2535,65.0794,1.892
14033,5.17,-17.7408,0.4907,258.36,-6.4041,2.1959,12.7312,20.0619,42.3501
17909,14.7398,-11.9309,0.4997,162.3352,-22.7626,2.3664,14.9097,29.273,24.109
16946,2.7766,7.2206,0.5434,243.501,-9.0974,2.4241,7.0172,20.3898,31.645
18298,-22.9529,89.2592,0.2171,150.107,51.0997,3.255,28.3828,71.5616,11.476
2179,6.2768,36.1565,0.538,137.624,18.0815,2.7817,11.1242,24.66,14.4566
13314,-9.4032,8.0143,0.4163,211.481,-15.7568,2.5792,12.7867,19.8196,41.1835
17912,-14.2616,8.3788,0.4754,221.381,22.7429,2.6933,14.5474,29.4713,8.17
9537,10.6832,-11.2555,0.5,155.778,-15.4233,2.2553,10.3094,22.6387,8.974
7838,0.0,28.3101,0.6948,157.149,20.8844,2.2148,7.3207,27.3633,82.948
8231,-5.7283,16.9113,0.1873,226.752,43.9203,3.3018,27.5117,67.9099,0.5867
10196,15.5312,43.6374,0.0717,224.478,63.1573,3.6761,28.3828,84.3821,0.252
14086,-10.6023,23.3634,0.3541,225.706,27.3118,2.7551,13.4835,37.8536,8.4288
9341,13.3825,18.6367,0.2909,70.067,18.6348,2.7638,17.7835,28.9897,5.08
18696,15.6015,-155.8492,0.3658,228.4716,27.604,2.6702,16.6085,113.789,66.1716
2984,8.7873,36.3902,0.4706,89.9134,19.2257,2.5508,12.7818,33.954,14.19
18830,33.7577,-53.6993,0.1331,153.5856,-74.705,3.255,42.34,94.8668,77.782
13807,-22.2616,70.8477,0.179,180.247,30.1982,3.2183,26.8663,77.0789,11.476
15907,-11.9606,26.3221,0.4035,180.665,16.3082,2.567,11.6782,21.1657,63.9277
2569,12.2337,39.5165,0.2884,247.397,33.9747,3.2183,18.8589,54.5887,7.035
10353,-12.1462,-2.7649,0.4711,193.489,-19.3439,2.4306,17.7987,22.2363,44.921
6892,8.6266,-9.3125,0.2371,102.78,-15.4233,2.7987,12.9017,38.7116,45.7173
5540,-13.3589,-39.8524,0.1783,290.643,91.9232,3.4539,29.453,92.0007,50.3566
13232,-8.5308,-131.074,0.254,118.236,46.6113,2.9967,17.3787,110.367,2.8019
15636,4.6205,-37.1728,0.484,263.945,14.9799,2.5581,11.6158,37.6554,51.214
3234,23.5571,43.8736,0.2555,173.939,44.2436,3.0953,31.8033,46.9382,18.0434
5778,-12.3711,-19.6349,0.4313,91.2358,15.5951,2.472,16.9787,29.5483,58.6439
10777,-0.7477,27.3754,0.2738,214.491,19.6324,2.7271,19.0266,31.5877,1.727
10154,-17.6755,-33.8483,0.319,296.758,-25.6666,3.2905,25.3532,50.6974,10.213
6086,10.3555,46.3278,0.092,272.689,80.7168,3.6711,37.9854,82.4622,3.8163
3543,8.9403,-155.943,0.2348,204.625,-121.458,2.895,20.7354,141.223,20.1948
10951,18.8937,-15.5371,0.1997,310.703,22.3355,3.3946,34.9208,61.1136,4.4265
16096,5.2936,-15.8296,0.5196,151.69,5.9843,2.499,16.219,19.0819,34.3027
3940,-6.2653,29.0887,0.2156,166.164,30.1982,3.153,20.7603,43.3839,5.7949
9870,-23.8037,-0.5381,0.1689,254.782,-26.2611,3.4801,28.3828,54.4773,1.415
18590,-36.4356,61.3107,0.0957,185.712,58.3096,3.4305,49.0157,80.1881,19.3195
16073,7.4715,-7.1063,0.3477,205.312,-18.0523,2.42,12.7089,29.4713,6.879
6986,-15.9181,37.9999,0.4225,127.406,16.6826,2.4935,16.2359,34.7848,4.5385
2585,11.7857,-14.2962,0.805,49.5555,5.963,2.1599,10.7285,18.4932,76.0271
9298,10.0941,19.2496,0.4629,151.036,15.5476,2.3664,12.5757,21.912,9.132
14137,4.3031,-0.3643,0.7794,201.84,0.5224,2.2636,7.3207,18.7091,35.5834
18756,19.0331,-126.0564,0.4542,343.8999,61.8305,2.8092,37.9854,113.7891,47.1486
775,13.4314,-66.1234,0.1908,263.59,-57.9233,3.2658,27.9276,79.4345,8.5405
11319,-17.113,-44.0666,0.3162,110.637,-25.8885,2.6726,22.518,37.2863,11.3741
4401,-16.8557,-18.981,0.1501,242.144,-19.1932,3.3781,38.5389,65.6318,2.095
16381,-4.9255,17.278,0.5914,203.9175,15.1394,2.3444,11.1673,19.3191,65.7379
3636,-4.7076,25.5613,0.5421,105.338,8.4235,2.4472,11.2399,22.2363,59.415
13070,14.5987,-17.1528,0.3779,252.382,-54.2835,2.7973,25.0772,57.8733,72.2872
4390,-19.8893,85.7796,0.1118,165.201,95.0725,3.5201,37.5314,74.7577,27.4297
499,-13.7786,13.2986,0.4439,180.333,30.1439,2.6359,14.5068,33.3522,35.9098
2436,13.7615,-80.0218,0.1598,283.61,90.1485,3.7561,37.7617,118.747,10.217
16740,9.6704,11.3365,0.6081,182.199,-9.2523,2.4023,10.8997,19.941,29.159
1957,6.3205,-24.4647,0.6942,157.815,9.7066,2.238,7.3906,19.2855,17.5817
3147,7.5399,-1.1644,0.6074,144.825,18.6435,2.2109,10.6854,20.1556,31.3026
9644,-10.765,11.4503,0.2105,226.958,18.5118,3.0279,21.0421,33.6476,5.7595
7159,26.3442,13.3259,0.3322,204.293,44.0177,3.0185,26.5826,54.3082,20.6622
12082,-10.169,-90.6431,0.1637,250.51,58.5706,3.4801,22.8423,77.2484,5.3995
14080,6.7688,6.1548,0.6983,160.155,-4.8092,2.2553,10.8931,18.9583,31.76
6893,19.6086,49.5071,0.1823,153.433,26.2659,3.3252,28.3801,43.03,20.656
15355,15.1931,-457.9161,0.0604,187.0187,-175.2141,4.406,83.9226,207.923,8.2377
4693,6.8573,6.7766,0.4861,188.581,20.5464,2.4935,9.3392,30.8021,3.06
12687,-4.3067,16.3835,0.5521,97.0489,-16.3824,2.4401,9.9458,19.8391,59.4159
11170,11.517,0.7113,0.595,108.484,14.9799,2.3829,12.5353,22.6483,83.3564
15532,7.7851,32.1155,0.2602,121.0329,19.0625,2.7627,13.3365,32.8215,41.5633
6828,-11.0707,15.3898,0.7209,224.467,-4.1781,2.0314,11.4618,12.8532,65.069
4770,4.3312,2.8674,0.5817,223.696,-12.0845,2.3927,10.8718,23.7276,65.816
14701,-8.2169,2.5201,0.6757,227.385,7.0023,2.3589,10.7285,16.8871,38.6619
14135,-20.0636,-62.8211,0.1708,217.481,53.2844,3.4176,29.4361,71.5129,1.737
10750,9.0345,-1.1232,0.1946,226.29,-25.5998,3.0569,28.1032,46.9382,3.7502
11534,4.0494,-1.6241,0.419,165.158,17.053,2.7493,12.8985,31.0838,22.6709
6048,5.997,-1.1635,0.6995,212.873,9.2409,2.2135,10.7672,19.8391,59.4159
3171,-23.6288,80.2307,0.1008,267.256,61.5344,3.9373,33.3488,91.8755,2.038
15210,18.4927,-21.3659,0.2872,333.785,63.7105,3.3191,31.3935,92.7629,1.7904
2259,9.7016,22.6936,0.3415,181.453,34.8366,2.7493,17.1474,39.9753,1.9918
13835,-7.3353,5.7235,0.3768,335.422,83.0957,3.1561,11.7658,103.7022,18.4008
6599,-3.4861,9.5346,0.4134,192.589,17.9294,2.4598,10.4472,28.0883,18.1987
18548,-15.2945,-59.7629,0.4238,237.58,48.376,2.8837,21.2343,54.4773,0.833
12501,-112.089,-107.141,0.0457,66.3019,33.509,4.5769,129.384,107.7974,84.6314
5225,-11.3327,15.56,0.3613,137.699,-9.2905,2.3666,12.5757,12.7464,56.0863
8485,10.9965,-1.7525,0.2651,134.804,36.2814,3.0523,18.7448,43.8241,3.7736
5027,13.6933,48.5325,0.1641,257.819,19.0849,3.261,28.1355,49.737,18.736
2158,-6.1703,-9.3016,0.5623,183.899,-22.7481,2.5224,9.2414,36.369,2.012
8974,4.3853,6.1629,0.4419,78.7342,16.1035,2.42,10.9692,20.3091,18.0418
7564,-10.5677,-4.2867,0.1309,256.98,43.3518,3.4272,27.935,78.4363,5.7357
8999,-13.9478,11.4111,0.3964,260.99,38.5759,2.8876,21.5338,65.9296,4.4256
2606,10.4609,-7.2638,0.576,59.8407,-17.5153,2.6048,8.0127,33.648,80.4307
14911,20.3422,35.1742,0.2329,180.167,32.4988,2.9965,29.0411,39.482,48.1747
