,fM3Trans,fAsym,fConc,fDist,fM3Long,fSize,fWidth,fLength,fAlpha
6510,5.24,22.0709,0.7704,98.7046,13.3708,2.2889,7.4484,18.337,5.854
13425,-8.8425,8.9559,0.5658,217.2301,17.3249,2.5658,12.4646,19.5172,89.2231
5991,21.2982,7.853,0.2086,274.627,74.1245,3.183,32.1181,106.969,2.8019
2545,6.7577,68.7619,0.19,205.866,43.9203,3.4851,28.0342,50.3517,4.4256
16828,4.1055,25.6393,0.5873,171.561,23.2299,2.5099,12.909,32.6464,87.619
8942,11.1629,15.54,0.7064,198.666,4.8925,2.1959,10.3094,13.2692,76.291
11539,13.6775,1.7939,0.4488,122.932,20.1408,2.6128,18.1143,27.6517,32.7666
1885,9.4229,-25.2803,0.4199,231.062,-20.6041,2.4997,16.1697,25.4375,3.2549
11435,11.3353,1.7892,0.4759,127.306,20.8106,2.437,14.6309,27.4519,1.9921
3870,22.272,-74.9101,0.2016,277.917,-32.1735,3.3005,24.781,73.449,4.4265
16522,11.4796,-102.457,0.3159,123.176,-55.23,2.8528,21.4301,73.0124,6.879
12055,-11.6938,18.8599,0.2978,253.426,54.0125,3.0013,19.2319,67.855,0.2487
5211,-5.5409,-25.2885,0.2844,112.79,28.5104,2.7447,16.903,42.1712,4.232
18041,47.9449,48.8325,0.0542,317.071,107.078,4.0457,51.8306,143.3763,77.7655
5370,-3.4017,21.0554,0.376,187.48,25.9448,2.7585,17.3787,35.9742,88.2904
11035,9.4113,24.4317,0.4417,155.149,19.256,2.5786,14.9097,24.5047,1.5926
15619,-31.0971,63.7622,0.2884,263.4252,36.2814,2.7817,34.9208,44.4396,10.257
1416,-16.1827,23.7771,0.3308,141.225,17.053,2.7976,21.877,26.1827,50.664
13540,-8.2224,25.5437,0.567,246.0085,22.924,2.6755,8.6891,30.5069,41.5633
1586,-9.3692,-29.9256,0.4515,207.403,21.1498,2.5527,11.9659,37.2863,37.9035
9521,-10.5266,59.3259,0.2292,241.017,37.833,3.1978,27.935,51.6228,4.989
3081,11.0489,-99.0799,0.2956,263.512,-18.2864,3.2089,16.5049,114.12,5.113
15182,-7.5035,20.7825,0.2056,125.8379,37.9796,3.0523,19.0266,44.8602,4.501
2641,-21.3901,-77.4339,0.1703,381.607,46.6966,3.801,26.2025,79.5649,2.3023
385,11.3766,-1.0313,0.3371,196.962,13.3872,2.7712,14.9097,34.4975,12.5959
5518,-14.7528,-81.6875,0.2936,188.461,40.2106,2.7493,18.1608,58.3776,7.626
14904,10.3233,-45.0252,0.3535,182.448,-12.538,2.567,19.0666,35.6033,7.9947
12511,9.7395,-14.1025,0.7529,175.459,-2.8969,2.2589,10.5601,13.1689,20.371
12496,18.1643,-40.5249,0.263,315.588,57.1013,3.4263,21.6376,64.3675,8.889
6648,3.9827,10.182,0.5556,116.047,13.6412,2.4241,10.5601,18.337,39.441
1985,9.6029,-128.872,0.1511,199.395,61.1027,3.2089,27.9276,112.704,2.8948
6848,14.2623,29.591,0.4529,173.549,19.8759,2.4935,14.998,32.4042,44.732
14283,-36.0663,-6.4467,0.1596,40.7657,-90.9151,3.6827,34.529,109.1565,59.091
14087,-3.7829,-14.7089,0.6494,140.2448,5.5436,2.2148,11.5239,13.0095,60.268
11890,10.0215,7.7603,0.4523,40.2113,-13.1804,2.4565,10.3988,21.833,18.4008
18960,-19.695,-140.9462,0.2389,54.8511,-121.458,2.944,42.34,126.029,74.454
1471,-16.0488,-3.135,0.437,162.2,15.8826,2.6702,16.722,27.8575,10.896
148,10.6797,28.2765,0.5923,136.651,20.0711,2.4598,10.9243,24.1086,7.058
11663,-6.1923,23.1461,0.1736,257.193,38.8908,3.4851,28.3801,65.9396,3.4
4172,15.9506,80.4449,0.1385,228.349,71.3852,3.5078,30.2821,78.5656,2.4726
4040,18.032,-92.0304,0.1694,269.253,65.2844,3.2351,27.4219,93.7206,3.1921
17833,8.1397,-2.9891,0.3551,241.6005,9.5771,2.3608,12.3901,18.4932,82.948
1057,-7.1838,58.8582,0.1469,179.803,73.6068,3.5511,26.0763,79.1585,8.538
17918,1.4599,-5.8405,0.4797,126.1629,-22.7626,2.2625,10.4007,29.4713,74.454
11620,-16.1377,44.4752,0.2161,278.761,26.5791,2.9893,27.3232,47.4621,21.7952
1194,25.3238,18.1707,0.1125,173.38,51.0764,3.6665,36.6013,73.449,8.681
2400,2.6469,-14.8853,0.3425,204.592,22.8337,2.7694,16.6392,31.5068,5.7595
4655,12.9198,-101.882,0.5623,238.875,76.1034,2.382,12.1956,70.9683,11.72
4035,5.0304,45.8372,0.3574,205.412,44.2436,2.7177,14.347,52.8168,7.598
17540,-18.1936,26.2155,0.3596,222.872,25.9448,2.7328,22.0968,40.0276,56.5554
13977,-8.2839,-53.5094,0.2736,199.671,75.94,3.0527,20.297,77.0202,6.0049
9532,-14.9239,-95.9883,0.2568,241.618,68.5967,3.153,21.0153,70.5426,72.9346
1143,-9.4736,-45.9685,0.1943,337.885,54.2326,3.7383,31.8033,67.9253,1.267
7513,-12.5216,8.7399,0.2786,49.4711,46.6113,3.0569,27.7213,47.9518,83.3564
18017,57.2381,-10.2615,0.0439,354.4363,-90.1721,4.1805,87.5125,128.945,8.5405
13708,-14.4452,71.932,0.3873,147.225,61.1027,2.6702,18.7657,68.222,1.9954
7902,-8.7804,-1.6762,0.5265,131.568,17.5152,2.3874,10.6494,23.8094,22.004
16705,5.8623,-4.1092,0.5177,144.1204,12.64,2.2504,8.9937,21.0846,42.4078
759,-8.8082,37.1921,0.2771,194.185,48.698,3.0271,20.2441,56.8471,24.99
5464,-7.1287,27.244,0.6268,185.821,10.6758,2.3971,10.4472,23.4563,5.442
12932,24.9133,25.0551,0.2718,288.1879,-150.795,3.2183,70.6821,137.267,21.7952
7603,0.0,6.806,0.738,68.3739,19.0625,2.0512,0.0,19.2855,81.5486
3374,-6.5174,-93.2578,0.1722,270.21,87.9854,3.3005,33.3488,81.638,32.7935
17910,6.6876,51.8046,0.2638,78.8224,46.9569,2.8041,16.0617,52.8168,35.9098
18276,15.4853,-28.4715,0.339,181.371,13.7231,2.6279,21.6376,26.5845,37.113
9975,-5.3946,10.977,0.3921,238.556,20.7494,2.6755,17.3787,34.7848,2.242
9613,11.3575,8.6408,0.5443,165.33,16.6056,2.3054,10.5833,17.7494,1.737
3521,-11.6604,-25.4291,0.3238,171.163,-28.6591,2.8395,13.0408,30.8021,0.373
3243,-7.3818,-0.7853,0.5938,92.8949,8.4177,2.1599,10.7285,18.794,56.0863
16841,4.9946,79.9489,0.5647,167.128,34.481,2.6764,11.5239,61.2087,3.44
16585,15.8426,72.8068,0.3322,120.3123,67.9471,2.9865,22.5107,116.2639,48.9157
15235,8.1191,-27.2762,0.4806,195.525,-11.8603,2.5074,12.9017,23.6155,14.155
18260,11.0517,45.5559,0.3374,239.511,51.0922,2.9941,16.9986,52.9024,4.4386
17749,7.8975,18.9565,0.5366,181.7789,15.5476,2.7616,8.4687,31.8536,45.0711
13526,-22.3954,-43.4277,0.2652,200.796,-23.0971,2.7582,23.9783,44.4396,8.538
4152,19.6189,52.4041,0.238,126.571,-44.2358,3.0092,28.8639,56.4843,2.4726
13305,-82.2478,-30.272,0.1541,171.7382,-161.9227,3.2383,83.5381,173.9607,82.6024
14756,-46.5113,66.553,0.0584,134.832,86.4079,3.183,51.2485,109.1565,51.0768
11058,20.0531,-28.0846,0.2918,312.446,-32.1735,3.1561,26.173,42.5919,8.889
888,-13.12,-4.5987,0.1309,72.582,-26.0344,3.1173,28.1355,32.5853,79.928
6043,-15.4309,-50.2587,0.3184,292.449,61.1027,3.0569,19.8659,78.5832,1.267
5916,33.7141,-134.26,0.2188,345.521,-98.4907,2.9784,51.2485,141.223,47.14
7735,-20.4546,64.454,0.1421,261.179,75.94,3.6872,29.5407,77.2949,4.387
2310,5.567,-36.0433,0.1672,325.697,51.0922,3.4801,27.935,76.2691,1.341
16300,-13.5594,-77.7625,0.3958,342.053,71.3852,2.5259,23.9507,84.7453,1.804
16253,5.9391,25.2819,0.367,265.7389,13.5006,2.7555,20.8053,22.8611,58.9232
4487,17.0315,8.3139,0.2991,220.931,25.3813,3.0948,22.8978,35.4667,0.7669
15504,-18.8752,13.7372,0.2321,204.824,23.0532,3.3483,23.5687,42.5722,41.559
13330,-3.0781,24.5922,0.5615,67.9618,20.7647,2.2685,10.1429,20.7885,82.153
11946,3.9586,-16.7901,0.405,192.161,18.0523,2.8235,16.221,32.8215,26.629
17842,-7.181,44.6591,0.4778,206.231,23.5678,2.4997,12.543,21.0846,48.3799
16259,75.1959,11.1289,0.1251,328.8961,-161.9227,4.1987,88.2878,180.1338,6.479
16778,29.925,14.4814,0.2652,373.8893,100.172,3.3406,42.4736,153.344,44.732
4197,-13.9255,-70.3242,0.3165,256.883,30.1982,3.3018,15.5966,77.0202,3.4856
9990,-13.1869,66.4239,0.2178,300.69,37.1014,3.5511,27.2537,64.3675,8.269
16983,-15.869,7.5798,0.2833,133.881,20.7647,2.7976,21.9362,37.2735,4.901
431,-18.7103,6.9242,0.2667,162.335,7.2219,2.7694,21.3416,24.7122,59.415
9851,-2.6572,22.4953,0.278,201.515,64.7418,2.8096,16.5656,64.3675,32.7666
13243,85.3448,-37.2418,0.116,302.999,-161.9227,3.7016,88.2878,180.1338,60.3617
11674,-23.1977,64.4961,0.1311,182.689,65.7379,3.2564,28.3828,73.449,8.681
8328,-10.0031,12.261,0.2637,95.863,20.1408,2.7987,18.7924,42.5919,68.0481
1657,4.9216,19.1143,0.2263,252.168,39.8244,3.1378,24.1328,48.698,6.4404
10705,10.2099,40.5613,0.4409,122.346,20.8792,2.5384,11.9659,31.5877,18.761
413,7.7899,60.5019,0.3217,122.613,30.078,2.567,12.9017,54.5251,11.7406
13892,9.5871,35.4725,0.4592,203.537,19.6324,2.5092,12.7312,27.3626,13.6362
8175,3.0901,1.5677,0.4775,105.52,-16.0054,2.2405,9.6208,22.7146,5.854
1050,7.7526,15.6373,0.7066,174.136,-7.9135,2.2601,10.8997,12.817,69.4336
16,11.3256,-4.7746,0.2865,191.455,22.7429,3.0654,20.5225,36.369,13.7154
18963,3.9065,2.9885,0.4077,238.214,18.6348,2.5224,14.5438,29.273,13.427
11366,-12.0902,45.2689,0.2799,283.211,39.8516,3.1136,21.2343,51.2161,8.993
4897,23.1442,-31.276,0.2606,300.035,73.1755,3.4508,33.7706,77.0202,0.681
8940,4.6985,1.8017,0.5587,94.9036,15.9289,2.3847,7.2908,24.1086,58.6479
15902,9.4337,-51.9364,0.325,366.3433,-22.7481,3.0271,28.8639,42.5722,4.669
14614,-59.6544,-131.978,0.1118,300.036,-89.0242,3.6872,84.4265,157.741,8.181
13212,33.9156,86.4579,0.1968,213.4696,54.2919,3.5252,35.2466,67.855,41.435
15436,-6.4531,86.5018,0.5695,125.601,82.1991,2.8404,13.4835,84.0324,24.99
17449,7.3248,38.6563,0.3978,196.192,33.5526,2.6464,10.5943,35.9742,3.481
16864,4.4002,6.1961,0.5502,229.118,15.9017,2.2889,7.4484,19.5189,18.4008
821,11.8166,-14.9342,0.7593,218.84,2.3052,2.1688,10.8931,13.1797,56.616
7441,-2.1569,3.5753,0.636,190.704,-6.1621,2.4495,11.1326,16.9503,55.451
15868,-25.5589,92.5337,0.1505,60.374,94.0047,3.684,42.34,94.0169,68.163
18104,9.6703,-20.901,0.4223,204.87,25.0272,2.6755,16.0322,31.8536,17.905
2676,-9.8572,18.4146,0.3526,222.612,31.939,2.7156,15.5154,34.9674,4.286
17005,73.154,-213.901,0.2274,256.439,-175.214,3.3843,83.5381,192.425,84.4018
2525,9.2773,-18.2012,0.4069,38.5349,-22.7481,2.7926,10.4472,28.6176,41.3475
3249,-6.4183,14.8025,0.4469,167.598,15.6523,2.4265,14.9097,22.7815,18.0434
17758,18.4183,-80.7482,0.2895,258.577,58.0618,2.9967,25.0323,65.9296,2.038
1426,20.7366,-57.1064,0.2265,270.904,69.9837,3.3005,27.935,79.5649,4.909
11756,-24.0202,-36.6549,0.3015,323.495,55.7717,3.4816,35.2655,86.5636,1.643
5499,7.4962,-34.4592,0.6695,152.483,-21.5455,2.3962,10.3988,29.2813,23.6345
7057,-15.7211,-72.7971,0.1307,312.777,61.8305,3.9373,37.9854,91.8755,2.012
7468,2.3665,40.9529,0.4436,222.206,-11.8136,2.5883,9.7508,34.6968,5.722
14927,-9.8045,7.0156,0.1839,243.1062,39.9753,3.2671,28.3568,61.5118,8.993
13843,-28.164,23.6759,0.3141,234.6044,33.9747,2.7466,22.4543,35.9742,48.245
11449,16.8807,36.8669,0.4039,132.624,19.0625,2.7462,17.4053,27.4623,23.648
15309,20.9173,-98.3865,0.1996,257.7743,46.0824,3.2183,47.1696,107.5882,66.1754
14381,-10.4501,-13.5033,0.7761,79.1494,-4.5036,2.0314,11.3751,13.2042,7.831
11840,-10.4764,-5.5718,0.4688,105.204,16.3082,2.3253,12.9944,22.575,13.6362
9755,-7.5029,3.9919,0.5771,105.127,13.6412,2.4771,14.9097,20.3898,1.701
8826,10.4587,-7.8864,0.3697,149.701,-13.2483,2.3962,18.0149,29.2209,1.643
4011,7.831,-33.0433,0.2831,177.243,-15.3203,2.6787,17.5852,31.1555,0.373
10754,11.9598,42.2594,0.2243,229.198,37.1621,2.9963,20.2325,52.8168,5.544
11482,-4.7056,88.4984,0.1736,275.836,75.002,3.5078,25.4668,94.0169,4.9318
11483,-4.5091,6.14,0.4187,173.98,18.6582,2.7551,16.2648,33.2405,3.651
7804,-14.8925,-15.4295,0.1486,228.735,-37.4959,3.2351,23.1441,43.3839,3.5732
15089,-11.3435,-3.3701,0.6406,241.61,4.8925,2.1527,10.693,13.054,79.2518
9895,-15.1241,14.9229,0.23,230.259,29.111,2.8951,22.516,42.5896,0.6419
2272,-11.5755,16.9941,0.4849,154.319,22.4112,2.5658,12.3499,29.477,5.722
1541,-8.5784,-10.7293,0.8165,99.625,8.2036,2.2304,11.5967,16.6056,45.0711
10027,18.5449,-4.2095,0.2828,60.8754,19.2257,2.6274,21.9778,27.6633,59.4506
14038,-10.5872,-27.3354,0.3781,218.8926,-18.1144,2.567,10.5625,24.1205,46.2067
12430,7.4105,14.6428,0.1911,178.182,46.6113,3.5105,31.2076,78.5656,4.909
17826,-27.826,5.6429,0.261,186.859,45.0492,3.0869,31.8348,54.4773,6.1541
9255,-9.777,17.4768,0.3228,254.646,28.7091,3.038,17.3662,40.6277,15.2636
15060,10.1228,-0.4332,0.4812,190.6379,17.9294,2.3054,16.2648,18.5924,83.5983
12039,11.7037,23.2737,0.4379,141.587,16.5295,2.527,11.7679,24.388,15.103
8150,8.245,-10.7008,0.3604,198.41,-24.4579,2.6069,17.7987,41.3104,13.653
9617,-9.2849,17.4816,0.158,185.195,53.2844,3.4305,28.1032,60.5815,1.873
6297,10.9886,21.4601,0.3352,107.398,20.9483,2.8041,17.4475,35.8791,1.9798
10129,16.7601,57.5241,0.5907,137.916,19.1993,2.281,15.4689,31.5877,17.3965
8614,6.3345,2.5672,0.5897,129.21,-15.9421,2.3909,10.7672,26.2966,14.0
9469,11.6801,16.5788,0.4922,96.2171,22.7772,2.3918,11.7101,29.2132,35.7705
4934,22.2242,4.1133,0.1449,235.688,30.078,3.3516,25.7074,51.2161,4.774
12066,8.7595,40.7811,0.2626,199.098,33.509,2.7959,22.2067,47.8669,5.544
6928,4.2132,-12.2795,0.5714,169.087,18.6435,2.2148,10.1021,20.0619,26.9241
3951,5.671,-9.4964,0.4866,191.119,-18.2676,2.5587,11.6747,27.6963,69.938
2907,-17.9315,16.2979,0.4021,356.976,38.5759,2.8903,20.7354,50.6003,1.125
9552,-5.6857,19.6741,0.6682,120.232,-16.3279,2.3589,10.3156,24.7426,9.508
13039,-22.2363,-76.833,0.3173,388.062,82.1991,3.1798,24.555,86.5058,1.64
14033,5.17,-17.7408,0.4907,258.36,-8.5355,2.3054,9.6425,25.4301,79.0118
17909,14.7398,-11.9309,0.4997,162.3352,-17.5153,2.49,14.998,21.6732,43.2397
16946,2.7766,7.2206,0.5434,243.501,18.0815,2.3086,10.714,18.8638,46.2043
18298,-22.9529,89.2592,0.2171,150.107,61.5344,3.4305,25.7074,71.4248,3.44
2179,6.2768,36.1565,0.538,137.624,31.4852,2.4378,10.415,34.9246,22.1766
13314,-9.4032,8.0143,0.4163,211.481,18.6448,2.5786,16.1697,21.462,10.5909
17912,-14.2616,8.3788,0.4754,221.381,17.5867,2.4914,16.1482,24.424,3.427
9537,10.6832,-11.2555,0.5,155.778,-12.1687,2.499,11.6782,22.8654,21.0253
7838,0.0,28.3101,0.6948,157.149,28.2044,2.5403,0.0,22.6255,84.3933
8231,-5.7283,16.9113,0.1873,226.752,80.3109,3.1136,27.8144,82.5928,4.232
10196,15.5312,43.6374,0.0717,224.478,75.361,3.1532,31.6833,77.1621,0.206
14086,-10.6023,23.3634,0.3541,225.706,25.3813,2.7551,17.3085,35.4667,0.98
9341,13.3825,18.6367,0.2909,70.067,20.1374,2.7447,20.4109,31.6946,37.9035
18696,15.6015,-155.8492,0.3658,228.4716,60.7529,2.6642,29.1882,128.945,47.1486
2984,8.7873,36.3902,0.4706,89.9134,19.9198,2.3324,12.7818,29.0874,14.4566
18830,33.7577,-53.6993,0.1331,153.5856,159.0491,3.3265,42.3194,145.4748,50.3566
13807,-22.2616,70.8477,0.179,180.247,57.1013,3.239,34.9208,64.7091,19.335
15907,-11.9606,26.3221,0.4035,180.665,20.5384,2.4472,16.1532,27.3633,6.816
2569,12.2337,39.5165,0.2884,247.397,17.2156,2.9967,18.0149,40.0276,0.829
10353,-12.1462,-2.7649,0.4711,193.489,-15.9024,2.5641,14.6512,26.2966,56.553
6892,8.6266,-9.3125,0.2371,102.78,-22.7664,2.9998,23.5687,46.6248,14.155
5540,-13.3589,-39.8524,0.1783,290.643,71.4978,3.5938,25.4668,78.5656,3.208
13232,-8.5308,-131.074,0.254,118.236,44.0177,2.9009,25.7419,116.2639,5.1947
15636,4.6205,-37.1728,0.484,263.945,-3.1969,2.5527,11.9848,34.6358,6.2452
3234,23.5571,43.8736,0.2555,173.939,43.4581,2.7675,29.4793,44.1925,2.125
5778,-12.3711,-19.6349,0.4313,91.2358,-21.7391,2.567,12.909,25.6468,8.181
10777,-0.7477,27.3754,0.2738,214.491,23.321,2.9582,17.4475,42.1712,7.1396
10154,-17.6755,-33.8483,0.319,296.758,86.4079,3.0958,23.9225,87.2384,4.6337
6086,10.3555,46.3278,0.092,272.689,73.417,4.0138,42.34,94.0169,1.64
3543,8.9403,-155.943,0.2348,204.625,99.4045,3.0958,27.1889,134.9985,3.5732
10951,18.8937,-15.5371,0.1997,310.703,55.3976,3.5567,42.4963,111.342,3.531
16096,5.2936,-15.8296,0.5196,151.69,-6.7434,2.4298,11.4721,20.1074,34.0048
3940,-6.2653,29.0887,0.2156,166.164,40.9115,3.1438,21.1341,51.2637,4.989
9870,-23.8037,-0.5381,0.1689,254.782,36.2814,3.1518,27.1889,57.1905,1.7301
18590,-36.4356,61.3107,0.0957,185.712,61.5012,3.6457,44.6084,71.4248,5.442
16073,7.4715,-7.1063,0.3477,205.312,11.9089,2.74,16.9062,29.273,37.9035
6986,-15.9181,37.9999,0.4225,127.406,20.0711,2.5502,18.8589,34.9604,10.865
2585,11.7857,-14.2962,0.805,49.5555,2.3052,2.305,10.693,13.1689,16.634
9298,10.0941,19.2496,0.4629,151.036,21.1498,2.4933,13.4156,27.6633,20.6373
14137,4.3031,-0.3643,0.7794,201.84,5.487,2.07,7.2029,16.9503,16.315
18756,19.0331,-126.0564,0.4542,343.8999,-42.359,2.895,37.2663,105.5042,30.5008
775,13.4314,-66.1234,0.1908,263.59,64.7418,3.1518,28.3828,77.2484,4.4256
11319,-17.113,-44.0666,0.3162,110.637,-22.8975,2.6435,19.0992,44.4396,55.708
4401,-16.8557,-18.981,0.1501,242.144,57.4714,3.5201,29.8525,67.9099,4.9318
16381,-4.9255,17.278,0.5914,203.9175,15.8826,2.3365,16.1461,20.5417,53.7318
3636,-4.7076,25.5613,0.5421,105.338,14.0026,2.5581,9.5459,23.8634,3.4856
13070,14.5987,-17.1528,0.3779,252.382,22.7772,2.6749,20.7354,41.3104,3.7736
4390,-19.8893,85.7796,0.1118,165.201,49.1103,3.6872,31.2076,70.9683,10.225
499,-13.7786,13.2986,0.4439,180.333,15.8826,2.4158,14.9003,22.6387,4.207
2436,13.7615,-80.0218,0.1598,283.61,48.078,3.4305,27.935,77.1621,3.906
16740,9.6704,11.3365,0.6081,182.199,17.5152,2.3149,10.9445,21.3781,29.159
1957,6.3205,-24.4647,0.6942,157.815,-6.1621,2.238,11.1387,16.9503,4.8756
3147,7.5399,-1.1644,0.6074,144.825,5.5036,2.4298,11.7101,16.5264,45.0711
9644,-10.765,11.4503,0.2105,226.958,68.8734,3.1942,25.3532,77.0202,1.892
7159,26.3442,13.3259,0.3322,204.293,-25.5243,2.7616,28.2821,36.6834,31.645
12082,-10.169,-90.6431,0.1637,250.51,37.1014,3.4539,28.8639,64.3999,2.2764
14080,6.7688,6.1548,0.6983,160.155,19.4856,2.2636,10.88,21.1474,52.2617
6893,19.6086,49.5071,0.1823,153.433,90.2158,3.2107,25.7074,86.9716,2.8948
15355,15.1931,-457.9161,0.0604,187.0187,-174.4185,4.1165,103.106,179.8715,81.5486
4693,6.8573,6.7766,0.4861,188.581,11.4106,2.5593,12.9017,27.5577,9.8102
12687,-4.3067,16.3835,0.5521,97.0489,19.6353,2.281,10.8997,18.8209,72.9346
11170,11.517,0.7113,0.595,108.484,14.0662,2.4594,12.543,20.3101,59.954
15532,7.7851,32.1155,0.2602,121.0329,10.0855,2.7987,11.1326,111.7246,48.4839
6828,-11.0707,15.3898,0.7209,224.467,-10.7301,2.2535,11.4295,12.8462,72.2872
4770,4.3312,2.8674,0.5817,223.696,14.0333,2.4023,7.3964,20.7715,20.91
14701,-8.2169,2.5201,0.6757,227.385,10.1589,2.2553,11.2359,18.2925,4.669
14135,-20.0636,-62.8211,0.1708,217.481,73.6068,3.4746,28.0342,77.5343,11.476
10750,9.0345,-1.1232,0.1946,226.29,-36.3425,3.0502,17.89,64.4932,48.245
11534,4.0494,-1.6241,0.419,165.158,-16.3279,2.3883,12.2498,27.5577,8.724
6048,5.997,-1.1635,0.6995,212.873,4.146,2.4579,10.9243,16.9771,59.461
3171,-23.6288,80.2307,0.1008,267.256,36.0533,3.2617,28.3801,86.9716,53.7089
15210,18.4927,-21.3659,0.2872,333.785,-22.7626,3.1798,31.8348,61.3494,2.211
2259,9.7016,22.6936,0.3415,181.453,22.924,2.6064,17.6248,30.5069,13.7154
13835,-7.3353,5.7235,0.3768,335.422,55.2096,3.0145,11.3381,63.4929,0.252
6599,-3.4861,9.5346,0.4134,192.589,21.0673,2.5988,13.4156,29.5483,20.1948
18548,-15.2945,-59.7629,0.4238,237.58,-36.4413,2.6764,21.1341,61.8313,41.532
12501,-112.089,-107.141,0.0457,66.3019,107.078,4.5769,158.705,141.223,16.8294
5225,-11.3327,15.56,0.3613,137.699,22.0052,2.42,12.9017,29.279,12.6972
8485,10.9965,-1.7525,0.2651,134.804,-40.5452,2.9305,17.1474,47.1071,5.5266
5027,13.6933,48.5325,0.1641,257.819,46.7544,3.3442,28.4649,79.0219,7.2265
2158,-6.1703,-9.3016,0.5623,183.899,-16.1377,2.3962,11.37,24.1417,19.356
8974,4.3853,6.1629,0.4419,78.7342,17.2369,2.2,12.8993,21.833,19.3319
7564,-10.5677,-4.2867,0.1309,256.98,82.457,3.0934,22.8572,112.902,2.012
8999,-13.9478,11.4111,0.3964,260.99,17.5152,2.7415,15.5169,33.648,8.4921
2606,10.4609,-7.2638,0.576,59.8407,15.8398,2.2148,10.6854,20.5417,19.335
14911,20.3422,35.1742,0.2329,180.167,46.6113,3.1773,27.2537,57.8733,10.865
