,fM3Trans,fAsym,fConc,fDist,fM3Long,fSize,fWidth,fLength,fAlpha
16392,-127.11,-128.974,0.156,282.717,-195.89,3.3614,142.458,247.924,46.2009
2049,5.6543,18.6779,0.3083,256.718,-31.609,2.9305,16.6392,37.2863,2.72
12007,-4.253,8.6762,0.3209,194.105,20.8975,2.7716,15.0884,31.5068,0.5867
5380,15.7883,11.5399,0.2278,250.684,46.6113,3.5178,23.4979,78.0986,0.26
5987,-5.585,-3.3175,0.7435,249.867,7.0397,2.2443,7.3207,16.8922,33.5626
1832,-6.8911,31.5284,0.4848,107.627,18.0815,2.3655,12.871,25.7563,4.591
10812,-17.7679,51.2458,0.1587,354.993,49.1044,3.4581,27.935,81.2267,3.8163
12122,2.8756,25.2834,0.4631,292.171,-19.3439,2.5593,10.3156,24.7122,16.183
3321,-7.7148,-16.0961,0.6957,139.723,6.564,2.2148,10.714,19.8391,17.4271
13669,10.5661,13.5464,0.7768,189.665,-7.4255,2.0774,11.7679,12.8534,34.8364
2515,-20.4098,55.8155,0.1936,266.43,61.3155,3.5078,29.453,73.449,1.048
16633,-13.0225,3.7186,0.3233,195.5377,9.7208,2.7462,24.6138,18.5924,48.9157
8085,-11.4329,-26.2384,0.3144,125.036,25.8125,2.7497,16.2354,30.5474,34.0048
6510,5.24,22.0709,0.7704,98.7046,-9.835,2.0273,7.4484,21.4807,38.6659
13425,-8.8425,8.9559,0.5658,217.2301,-1.8578,2.4298,12.5002,15.0563,7.058
5991,21.2982,7.853,0.2086,274.627,51.6806,3.1826,25.4668,65.6318,2.377
2545,6.7577,68.7619,0.19,205.866,54.2919,3.3516,21.5338,71.9672,9.508
16828,4.1055,25.6393,0.5873,171.561,11.4645,2.3522,7.3906,22.7815,46.2067
8942,11.1629,15.54,0.7064,198.666,-6.1621,2.1624,11.5967,12.9089,66.0814
11539,13.6775,1.7939,0.4488,122.932,21.3956,2.8055,16.456,25.6886,18.274
1885,9.4229,-25.2803,0.4199,231.062,-13.8015,2.3531,12.9017,26.0508,6.552
11435,11.3353,1.7892,0.4759,127.306,11.4826,2.6075,11.8683,26.6952,46.2067
3870,22.272,-74.9101,0.2016,277.917,63.5139,3.255,26.172,82.396,3.777
16522,11.4796,-102.457,0.3159,123.176,90.2158,2.9012,14.9097,118.747,16.816
12055,-11.6938,18.8599,0.2978,253.426,59.9786,2.9307,14.6063,79.0219,5.544
5211,-5.5409,-25.2885,0.2844,112.79,-32.098,2.7657,15.0819,36.37,37.8377
18041,47.9449,48.8325,0.0542,317.071,103.076,3.9353,42.34,141.967,7.9947
11035,9.4113,24.4317,0.4417,155.149,20.5464,2.5496,14.9745,27.3017,4.087
15619,-31.0971,63.7622,0.2884,263.4252,61.0902,3.1179,34.529,66.2708,3.44
1416,-16.1827,23.7771,0.3308,141.225,25.5263,2.9151,21.6959,30.801,31.7172
13540,-8.2224,25.5437,0.567,246.0085,13.3872,2.7177,12.5002,29.0874,81.5486
1586,-9.3692,-29.9256,0.4515,207.403,-18.637,2.3829,11.4032,25.7563,19.7216
9521,-10.5266,59.3259,0.2292,241.017,45.0492,3.0181,25.2185,56.8471,2.679
3081,11.0489,-99.0799,0.2956,263.512,48.698,2.9893,19.7212,121.021,22.004
15182,-7.5035,20.7825,0.2056,125.8379,-12.289,3.0101,17.4475,32.1456,77.0349
2641,-21.3901,-77.4339,0.1703,381.607,73.6068,3.6193,26.2025,93.7206,18.1987
385,11.3766,-1.0313,0.3371,196.962,17.6801,2.8848,19.0266,30.5327,16.8294
5518,-14.7528,-81.6875,0.2936,188.461,47.0768,2.7177,22.0968,56.6734,5.1947
14904,10.3233,-45.0252,0.3535,182.448,-27.0938,2.8597,14.4674,42.5896,8.8829
12511,9.7395,-14.1025,0.7529,175.459,10.0746,2.3023,10.7285,13.3231,46.2009
12496,18.1643,-40.5249,0.263,315.588,63.4685,3.4508,21.5161,98.4893,22.7735
6648,3.9827,10.182,0.5556,116.047,-10.7301,2.3829,10.2339,19.8869,2.4726
1985,9.6029,-128.872,0.1511,199.395,58.5706,3.284,28.0342,93.7206,21.1975
6848,14.2623,29.591,0.4529,173.549,22.7429,2.4378,16.3919,29.3567,5.7949
14283,-36.0663,-6.4467,0.1596,40.7657,-117.7839,3.5201,70.7311,121.699,6.4844
14087,-3.7829,-14.7089,0.6494,140.2448,25.8125,2.5303,8.1072,30.5069,80.2955
11890,10.0215,7.7603,0.4523,40.2113,18.0523,2.3312,16.6092,20.5417,49.3005
18960,-19.695,-140.9462,0.2389,54.8511,-84.68,3.6827,42.4963,173.9607,59.091
1471,-16.0488,-3.135,0.437,162.2,15.8398,2.6755,16.3756,27.4519,20.91
148,10.6797,28.2765,0.5923,136.651,18.2349,2.415,10.7559,22.7815,21.0253
11663,-6.1923,23.1461,0.1736,257.193,51.0764,3.1179,23.4979,62.0891,4.327
4172,15.9506,80.4449,0.1385,228.349,78.0387,3.3153,28.1355,76.6189,5.544
4040,18.032,-92.0304,0.1694,269.253,55.0795,3.9353,29.6883,91.8755,5.93
17833,8.1397,-2.9891,0.3551,241.6005,-12.538,2.7156,12.4646,21.0167,82.948
1057,-7.1838,58.8582,0.1469,179.803,31.8729,3.038,29.453,51.1647,0.1225
17918,1.4599,-5.8405,0.4797,126.1629,-11.8603,2.4298,14.5068,16.559,41.279
11620,-16.1377,44.4752,0.2161,278.761,66.8435,3.1532,23.7979,86.053,1.149
1194,25.3238,18.1707,0.1125,173.38,66.72,3.255,27.4219,70.9121,42.5147
2400,2.6469,-14.8853,0.3425,204.592,-33.1617,2.7926,13.3068,36.9453,22.1766
4655,12.9198,-101.882,0.5623,238.875,-54.1429,2.3522,9.7234,90.9796,2.6347
4035,5.0304,45.8372,0.3574,205.412,44.2121,2.8876,20.297,52.8168,4.4386
17540,-18.1936,26.2155,0.3596,222.872,105.713,2.8293,20.1946,103.226,16.1131
13977,-8.2839,-53.5094,0.2736,199.671,-26.4838,2.7462,19.0266,32.1947,5.544
9532,-14.9239,-95.9883,0.2568,241.618,74.011,3.3018,27.1889,81.598,8.5685
1143,-9.4736,-45.9685,0.1943,337.885,46.6966,3.5661,34.9208,79.5649,1.202
7513,-12.5216,8.7399,0.2786,49.4711,-110.327,2.9509,95.8599,105.348,79.144
18017,57.2381,-10.2615,0.0439,354.4363,-181.0984,4.1805,84.4021,187.9041,66.1754
13708,-14.4452,71.932,0.3873,147.225,39.8516,2.9009,13.0408,56.6734,51.614
7902,-8.7804,-1.6762,0.5265,131.568,10.8837,2.3274,10.9445,18.0642,33.191
16705,5.8623,-4.1092,0.5177,144.1204,10.0263,2.2577,12.3874,21.1657,44.9107
759,-8.8082,37.1921,0.2771,194.185,19.1993,2.9307,27.5117,32.2804,61.9402
5464,-7.1287,27.244,0.6268,185.821,17.084,2.29,10.4472,21.2198,22.004
12932,24.9133,25.0551,0.2718,288.1879,37.1621,3.2648,27.1889,78.5656,8.17
7603,0.0,6.806,0.738,68.3739,0.0,2.48,0.0056,20.8139,18.056
3374,-6.5174,-93.2578,0.1722,270.21,-84.68,3.3252,47.0706,158.566,2.8948
17910,6.6876,51.8046,0.2638,78.8224,30.078,2.8055,17.6248,43.3839,10.225
18276,15.4853,-28.4715,0.339,181.371,13.481,2.6106,20.2556,26.591,24.99
9975,-5.3946,10.977,0.3921,238.556,50.6642,2.7817,14.6773,33.648,8.817
9613,11.3575,8.6408,0.5443,165.33,-13.463,2.281,10.9818,21.1549,41.5633
3521,-11.6604,-25.4291,0.3238,171.163,37.9796,2.7551,16.0981,45.8695,9.8863
3243,-7.3818,-0.7853,0.5938,92.8949,5.5003,2.2148,10.5145,18.6528,56.553
16841,4.9946,79.9489,0.5647,167.128,42.7354,2.895,11.5239,61.2087,4.4262
16585,15.8426,72.8068,0.3322,120.3123,66.72,3.1307,29.4793,72.6804,8.5801
15235,8.1191,-27.2762,0.4806,195.525,-13.2483,2.437,12.1067,22.8962,10.896
18260,11.0517,45.5559,0.3374,239.511,37.5718,2.7455,16.5049,52.5166,8.974
17749,7.8975,18.9565,0.5366,181.7789,10.6758,2.3191,12.2071,19.2551,48.305
13526,-22.3954,-43.4277,0.2652,200.796,-22.7626,2.778,23.6799,45.3779,15.103
4152,19.6189,52.4041,0.238,126.571,44.0177,3.4272,28.4649,51.5363,8.17
13305,-82.2478,-30.272,0.1541,171.7382,-136.6972,3.3483,83.5381,183.615,8.181
14756,-46.5113,66.553,0.0584,134.832,56.679,3.1433,42.34,109.1565,89.7659
11058,20.0531,-28.0846,0.2918,312.446,-22.8975,3.153,21.6376,44.5463,11.329
888,-13.12,-4.5987,0.1309,72.582,59.9786,3.1433,27.9276,79.0219,8.538
6043,-15.4309,-50.2587,0.3184,292.449,22.7772,2.9562,20.7354,46.2918,1.692
5916,33.7141,-134.26,0.2188,345.521,-121.458,3.4298,42.4736,146.4157,53.7089
7735,-20.4546,64.454,0.1421,261.179,69.7887,3.4305,28.3801,70.9683,4.457
2310,5.567,-36.0433,0.1672,325.697,51.8604,3.2671,28.3801,63.7085,8.5405
16300,-13.5594,-77.7625,0.3958,342.053,51.0764,2.7694,14.5068,63.003,2.0758
16253,5.9391,25.2819,0.367,265.7389,68.9885,2.9125,16.5049,76.147,45.4343
4487,17.0315,8.3139,0.2991,220.931,25.0272,3.1875,22.8978,35.7386,2.012
15504,-18.8752,13.7372,0.2321,204.824,-19.9497,3.1561,26.0763,33.6476,26.137
13330,-3.0781,24.5922,0.5615,67.9618,13.3872,2.702,11.1021,25.7563,4.268
11946,3.9586,-16.7901,0.405,192.161,-9.3186,2.4749,12.7905,23.7506,41.1835
17842,-7.181,44.6591,0.4778,206.231,12.2064,2.4298,12.4866,22.4756,19.892
16259,75.1959,11.1289,0.1251,328.8961,-160.962,3.5655,150.3227,215.0162,63.9819
16778,29.925,14.4814,0.2652,373.8893,55.7717,3.7464,41.9627,92.7629,8.564
4197,-13.9255,-70.3242,0.3165,256.883,56.3097,2.4935,18.4405,65.0492,5.93
9990,-13.1869,66.4239,0.2178,300.69,86.4079,3.3781,24.0949,87.4239,4.4265
16983,-15.869,7.5798,0.2833,133.881,25.9448,3.1334,20.7354,46.395,1.415
431,-18.7103,6.9242,0.2667,162.335,17.7395,3.0529,22.0162,33.2405,3.651
9851,-2.6572,22.4953,0.278,201.515,33.6343,3.0569,14.5621,49.1324,14.062
13243,85.3448,-37.2418,0.116,302.999,-161.9227,4.1437,88.2878,167.688,8.538
11674,-23.1977,64.4961,0.1311,182.689,77.9938,3.6761,33.5384,79.5649,1.2306
8328,-10.0031,12.261,0.2637,95.863,43.9203,3.0467,19.0266,56.888,5.08
1657,4.9216,19.1143,0.2263,252.168,37.9796,3.0466,14.8567,61.5118,4.5385
10705,10.2099,40.5613,0.4409,122.346,10.7647,2.4579,16.9368,25.4768,20.656
413,7.7899,60.5019,0.3217,122.613,65.8335,3.0416,14.2196,67.9099,4.901
13892,9.5871,35.4725,0.4592,203.537,20.1895,2.6597,11.788,26.5096,16.315
8175,3.0901,1.5677,0.4775,105.52,18.1403,2.5321,9.6036,27.3017,39.441
1050,7.7526,15.6373,0.7066,174.136,-7.7523,2.2188,11.7929,12.6315,13.69
16,11.3256,-4.7746,0.2865,191.455,-31.609,2.9582,19.9412,37.2863,8.4918
18963,3.9065,2.9885,0.4077,238.214,16.1035,2.7976,15.2333,24.8654,48.4839
11366,-12.0902,45.2689,0.2799,283.211,30.1982,3.3595,28.3801,43.03,49.6844
4897,23.1442,-31.276,0.2606,300.035,57.4714,3.4801,31.8033,64.3675,5.544
8940,4.6985,1.8017,0.5587,94.9036,14.0333,2.4272,10.6288,20.3902,19.335
15902,9.4337,-51.9364,0.325,366.3433,32.7802,3.1173,22.0968,52.8168,88.7428
14614,-59.6544,-131.978,0.1118,300.036,-181.098,3.2183,81.3581,187.9041,7.2332
13212,33.9156,86.4579,0.1968,213.4696,66.8235,3.4263,40.4145,79.0219,10.694
15436,-6.4531,86.5018,0.5695,125.601,37.9796,2.5496,10.9525,70.0897,11.72
17449,7.3248,38.6563,0.3978,196.192,35.5142,2.527,12.543,36.939,1.2024
16864,4.4002,6.1961,0.5502,229.118,-14.8719,2.3189,10.4472,38.4589,48.1747
821,11.8166,-14.9342,0.7593,218.84,2.3052,2.0774,10.9445,13.1689,3.2776
7441,-2.1569,3.5753,0.636,190.704,-10.7301,2.2553,6.1038,19.8391,23.3361
15868,-25.5589,92.5337,0.1505,60.374,57.6991,3.3005,42.34,94.0169,2.242
18104,9.6703,-20.901,0.4223,204.87,-25.8494,2.5988,16.9636,35.5728,3.7502
2676,-9.8572,18.4146,0.3526,222.612,32.873,2.7509,15.0286,36.939,3.713
17005,73.154,-213.901,0.2274,256.439,-160.962,3.362,73.065,215.0162,84.6314
2525,9.2773,-18.2012,0.4069,38.5349,78.2,2.9967,15.8354,76.147,2.4183
3249,-6.4183,14.8025,0.4469,167.598,15.8826,2.5072,12.4907,27.3516,6.0236
17758,18.4183,-80.7482,0.2895,258.577,51.0997,2.9841,25.7074,81.598,5.0486
1426,20.7366,-57.1064,0.2265,270.904,-84.68,3.3483,29.4793,86.9716,4.1242
11756,-24.0202,-36.6549,0.3015,323.495,26.5791,2.9381,28.1355,55.2096,0.267
5499,7.4962,-34.4592,0.6695,152.483,-15.2097,2.3253,11.8683,27.5744,9.8102
7057,-15.7211,-72.7971,0.1307,312.777,46.1829,3.4581,26.1729,76.1914,3.1904
7468,2.3665,40.9529,0.4436,222.206,17.9036,2.5599,11.7922,27.3516,29.5269
14927,-9.8045,7.0156,0.1839,243.1062,31.0299,3.2874,28.0342,36.4776,50.487
13843,-28.164,23.6759,0.3141,234.6044,20.8792,2.634,23.9562,28.1121,47.0808
11449,16.8807,36.8669,0.4039,132.624,-11.5756,2.7447,17.3212,25.8138,8.992
15309,20.9173,-98.3865,0.1996,257.7743,-90.1721,3.6872,64.5654,128.9453,86.5559
14381,-10.4501,-13.5033,0.7761,79.1494,-4.73,2.2148,7.0231,20.8898,37.923
11840,-10.4764,-5.5718,0.4688,105.204,-19.3439,2.2148,10.4007,26.7579,69.4336
9755,-7.5029,3.9919,0.5771,105.127,16.3082,2.5092,11.5153,23.7276,18.0418
8826,10.4587,-7.8864,0.3697,149.701,-17.4113,2.3253,14.998,31.1555,17.4926
4011,7.831,-33.0433,0.2831,177.243,-19.2808,2.7466,13.3365,35.8791,5.7949
10754,11.9598,42.2594,0.2243,229.198,39.8251,3.1173,19.0266,58.4387,10.694
11482,-4.7056,88.4984,0.1736,275.836,90.2158,3.4283,25.4668,108.261,4.207
11483,-4.5091,6.14,0.4187,173.98,28.5104,2.7555,14.4022,36.9446,1.125
7804,-14.8925,-15.4295,0.1486,228.735,-26.0344,3.9381,31.8033,59.7685,21.7952
15089,-11.3435,-3.3701,0.6406,241.61,2.3052,2.5283,11.6572,14.9725,18.4008
9895,-15.1241,14.9229,0.23,230.259,25.1838,3.0995,21.6376,47.4621,1.048
2272,-11.5755,16.9941,0.4849,154.319,31.4852,2.5024,11.9659,34.7405,12.6698
1541,-8.5784,-10.7293,0.8165,99.625,5.963,2.0774,6.6438,19.2924,48.3799
10027,18.5449,-4.2095,0.2828,60.8754,-19.3872,2.7789,21.9778,27.6633,11.4165
14038,-10.5872,-27.3354,0.3781,218.8926,-4.73,2.6248,14.8567,22.6255,76.263
12430,7.4105,14.6428,0.1911,178.182,33.509,3.255,19.5587,43.3537,57.942
17826,-27.826,5.6429,0.261,186.859,41.3347,2.9562,31.8348,44.5086,8.17
9255,-9.777,17.4768,0.3228,254.646,33.509,3.3516,17.3386,43.3839,2.742
15060,10.1228,-0.4332,0.4812,190.6379,3.1351,2.2188,11.2221,18.794,77.258
12039,11.7037,23.2737,0.4379,141.587,22.1946,2.5496,11.6158,27.6517,9.7343
8150,8.245,-10.7008,0.3604,198.41,18.5603,2.6048,17.1474,27.3633,1.419
9617,-9.2849,17.4816,0.158,185.195,36.8902,3.1875,23.7479,44.5086,4.53
6297,10.9886,21.4601,0.3352,107.398,32.8215,2.6702,19.9412,44.3606,3.9228
10129,16.7601,57.5241,0.5907,137.916,42.7354,2.8543,17.1474,51.2161,72.786
8614,6.3345,2.5672,0.5897,129.21,12.2213,2.4448,12.4907,18.5924,15.103
9469,11.6801,16.5788,0.4922,96.2171,-9.8819,2.3522,11.0962,21.0167,31.7172
4934,22.2242,4.1133,0.1449,235.688,85.8494,3.5661,25.5134,85.0151,10.313
12066,8.7595,40.7811,0.2626,199.098,30.1982,3.1313,19.3678,43.3839,2.746
6928,4.2132,-12.2795,0.5714,169.087,-10.7301,2.2148,10.6018,19.8196,27.4297
3951,5.671,-9.4964,0.4866,191.119,10.0263,2.5051,12.4907,22.793,12.6972
2907,-17.9315,16.2979,0.4021,356.976,19.422,2.7466,20.2022,27.2369,8.1796
9552,-5.6857,19.6741,0.6682,120.232,-16.3279,2.2504,8.0127,17.2334,66.1754
13039,-22.2363,-76.833,0.3173,388.062,51.0764,2.7694,24.93,62.6624,2.245
14033,5.17,-17.7408,0.4907,258.36,-17.4113,2.3157,12.5757,28.0883,38.2
17909,14.7398,-11.9309,0.4997,162.3352,-1.9289,2.3191,14.9097,18.317,44.921
16946,2.7766,7.2206,0.5434,243.501,18.6435,2.3918,10.3156,20.8126,49.2234
18298,-22.9529,89.2592,0.2171,150.107,31.6884,2.9965,23.5058,50.7703,18.056
2179,6.2768,36.1565,0.538,137.624,-24.4579,2.7892,12.4866,32.1947,6.552
13314,-9.4032,8.0143,0.4163,211.481,18.6582,2.5569,12.7047,33.2899,3.776
17912,-14.2616,8.3788,0.4754,221.381,30.078,2.5185,14.9097,33.2405,14.9592
9537,10.6832,-11.2555,0.5,155.778,-10.7105,2.2,12.2636,20.0619,3.9228
7838,0.0,28.3101,0.6948,157.149,18.2394,2.2,0.0056,22.6255,89.7028
8231,-5.7283,16.9113,0.1873,226.752,31.4852,3.1307,20.9993,52.5166,4.53
10196,15.5312,43.6374,0.0717,224.478,39.3141,4.1844,37.7617,61.5118,4.457
14086,-10.6023,23.3634,0.3541,225.706,23.321,2.6788,19.6985,32.2241,37.5625
9341,13.3825,18.6367,0.2909,70.067,25.3813,2.7328,21.5157,29.273,20.7634
18696,15.6015,-155.8492,0.3658,228.4716,67.9471,2.6702,22.4543,102.995,45.5122
2984,8.7873,36.3902,0.4706,89.9134,-32.1195,2.6048,15.8391,41.7541,78.0997
18830,33.7577,-53.6993,0.1331,153.5856,-26.2611,3.2503,43.6886,50.3517,79.2518
13807,-22.2616,70.8477,0.179,180.247,62.6831,3.9373,34.9208,78.0986,5.97
15907,-11.9606,26.3221,0.4035,180.665,22.6222,2.6048,16.078,31.1292,17.905
2569,12.2337,39.5165,0.2884,247.397,11.9051,2.9398,20.9993,41.7932,3.2776
10353,-12.1462,-2.7649,0.4711,193.489,12.2213,2.2317,12.5353,21.0846,11.72
6892,8.6266,-9.3125,0.2371,102.78,22.924,2.9398,20.8053,41.7541,59.9159
5540,-13.3589,-39.8524,0.1783,290.643,66.6867,3.3442,31.8033,87.2384,3.009
13232,-8.5308,-131.074,0.254,118.236,-110.008,2.944,25.3532,166.518,3.7736
15636,4.6205,-37.1728,0.484,263.945,18.6435,2.4191,10.2983,30.8219,5.7595
3234,23.5571,43.8736,0.2555,173.939,65.8335,3.255,28.1355,67.9099,8.181
5778,-12.3711,-19.6349,0.4313,91.2358,-11.5756,2.5224,14.4003,25.5694,33.191
10777,-0.7477,27.3754,0.2738,214.491,24.7243,2.8932,15.8483,40.4803,0.829
10154,-17.6755,-33.8483,0.319,296.758,63.6223,3.3946,28.3828,66.5409,7.553
6086,10.3555,46.3278,0.092,272.689,102.411,4.6398,75.6026,144.412,3.651
3543,8.9403,-155.943,0.2348,204.625,159.0491,2.9562,22.7868,146.4157,10.217
10951,18.8937,-15.5371,0.1997,310.703,-90.1721,3.4305,33.3488,128.945,4.4256
16096,5.2936,-15.8296,0.5196,151.69,15.8398,2.4472,9.9073,26.0277,38.2
3940,-6.2653,29.0887,0.2156,166.164,11.4106,3.0569,17.4053,34.4975,12.885
9870,-23.8037,-0.5381,0.1689,254.782,53.1833,3.4851,29.923,67.9253,18.0434
18590,-36.4356,61.3107,0.0957,185.712,95.0725,4.1165,70.6821,91.8755,3.4856
16073,7.4715,-7.1063,0.3477,205.312,-25.5998,2.8004,12.9017,40.6277,26.0319
6986,-15.9181,37.9999,0.4225,127.406,25.6655,2.4579,16.0191,35.6033,18.4008
2585,11.7857,-14.2962,0.805,49.5555,4.1221,2.3191,10.693,16.9293,18.736
9298,10.0941,19.2496,0.4629,151.036,7.7459,2.4728,10.6494,20.7885,26.9241
14137,4.3031,-0.3643,0.7794,201.84,-0.4035,2.0774,7.0827,21.0167,23.934
18756,19.0331,-126.0564,0.4542,343.8999,-150.795,2.8876,37.7617,137.267,2.895
775,13.4314,-66.1234,0.1908,263.59,43.9203,3.2564,28.3828,76.9149,2.4726
11319,-17.113,-44.0666,0.3162,110.637,-22.4582,2.7308,21.0421,31.0838,17.905
4401,-16.8557,-18.981,0.1501,242.144,-27.0938,3.183,22.8423,42.631,2.011
16381,-4.9255,17.278,0.5914,203.9175,15.5476,2.1599,10.6824,19.2551,72.971
3636,-4.7076,25.5613,0.5421,105.338,23.0532,2.472,10.6824,26.3904,16.634
13070,14.5987,-17.1528,0.3779,252.382,50.6974,2.8094,21.5689,49.2754,19.187
4390,-19.8893,85.7796,0.1118,165.201,55.7717,3.1114,23.4979,92.7629,11.4165
499,-13.7786,13.2986,0.4439,180.333,19.0649,2.7945,15.2333,24.1417,46.7087
2436,13.7615,-80.0218,0.1598,283.61,75.9449,3.141,26.8882,92.0007,0.3692
16740,9.6704,11.3365,0.6081,182.199,-15.9421,2.4158,10.5943,21.3781,13.69
1957,6.3205,-24.4647,0.6942,157.815,-10.1092,2.3309,7.3964,22.8962,30.7311
3147,7.5399,-1.1644,0.6074,144.825,-6.2386,2.1222,11.1326,17.4227,58.6479
9644,-10.765,11.4503,0.2105,226.958,33.5526,2.9012,19.0666,47.985,43.404
7159,26.3442,13.3259,0.3322,204.293,34.481,3.1173,30.1811,40.0276,6.4886
12082,-10.169,-90.6431,0.1637,250.51,60.7529,3.1581,21.9778,117.9271,50.6682
14080,6.7688,6.1548,0.6983,160.155,-7.5235,2.2402,10.8931,18.8638,19.335
6893,19.6086,49.5071,0.1823,153.433,45.0492,3.3365,29.7969,54.3082,19.335
15355,15.1931,-457.9161,0.0604,187.0187,-121.458,3.4746,37.5314,141.967,38.9238
4693,6.8573,6.7766,0.4861,188.581,10.3846,2.567,12.8985,24.6708,38.9238
12687,-4.3067,16.3835,0.5521,97.0489,22.6222,2.4829,12.4573,28.4641,89.6541
11170,11.517,0.7113,0.595,108.484,-8.5355,2.238,10.693,19.2855,68.7907
15532,7.7851,32.1155,0.2602,121.0329,19.0913,2.4541,10.7285,32.1947,79.0118
6828,-11.0707,15.3898,0.7209,224.467,1.2252,2.0314,11.6747,12.7427,66.0814
4770,4.3312,2.8674,0.5817,223.696,-9.835,2.3847,10.7504,18.8638,39.228
14701,-8.2169,2.5201,0.6757,227.385,15.0026,2.3509,11.2399,22.5766,68.7907
14135,-20.0636,-62.8211,0.1708,217.481,90.2158,3.0934,29.0411,108.261,53.2285
10750,9.0345,-1.1232,0.1946,226.29,-28.7833,3.2579,21.96,46.9382,13.1186
11534,4.0494,-1.6241,0.419,165.158,-13.6434,2.5653,14.2856,24.6754,15.92
6048,5.997,-1.1635,0.6995,212.873,13.3605,2.5445,11.2359,19.7221,16.7337
3171,-23.6288,80.2307,0.1008,267.256,71.3852,3.801,31.0864,84.7453,1.804
15210,18.4927,-21.3659,0.2872,333.785,80.7168,2.9914,26.2025,82.4622,3.906
2259,9.7016,22.6936,0.3415,181.453,23.5678,2.702,17.982,30.8219,12.137
13835,-7.3353,5.7235,0.3768,335.422,-23.0971,2.7593,16.8651,32.2804,2.5393
6599,-3.4861,9.5346,0.4134,192.589,18.1788,2.6972,13.4156,25.5694,31.76
18548,-15.2945,-59.7629,0.4238,237.58,-36.4413,2.8684,21.2343,54.4773,0.343
12501,-112.089,-107.141,0.0457,66.3019,-158.162,4.1165,152.233,157.741,8.846
5225,-11.3327,15.56,0.3613,137.699,-9.2247,2.4522,12.5353,21.0846,49.0605
8485,10.9965,-1.7525,0.2651,134.804,-18.1144,2.8041,20.2325,37.2863,8.4288
5027,13.6933,48.5325,0.1641,257.819,19.0625,3.2183,29.1882,52.8168,49.4642
2158,-6.1703,-9.3016,0.5623,183.899,4.8004,2.3664,10.2339,16.9771,41.617
8974,4.3853,6.1629,0.4419,78.7342,23.0946,2.5092,10.1021,27.3178,49.6844
7564,-10.5677,-4.2867,0.1309,256.98,69.9837,3.9353,38.6759,94.0169,1.9148
8999,-13.9478,11.4111,0.3964,260.99,22.7772,2.8218,20.4587,41.3104,21.1975
2606,10.4609,-7.2638,0.576,59.8407,-17.6264,2.3509,11.1387,22.8962,56.5554
14911,20.3422,35.1742,0.2329,180.167,36.8902,3.0502,29.4793,44.5086,20.6622
1821,11.2342,2.9874,0.5741,63.5566,10.5927,2.3803,11.7679,20.7885,23.934
17477,65.9667,-173.8,0.0979,367.575,-154.289,4.1165,83.9576,179.8715,8.992
