,fM3Trans,fAsym,fConc,fDist,fM3Long,fSize,fWidth,fLength,fAlpha
15619,-31.0971,63.7622,0.2884,263.4252,61.1027,2.9893,39.9715,78.5656,28.8291
1416,-16.1827,23.7771,0.3308,141.225,25.8125,2.821,20.2441,37.6554,18.4008
13540,-8.2224,25.5437,0.567,246.0085,22.6222,2.5527,12.2498,29.273,78.0997
1586,-9.3692,-29.9256,0.4515,207.403,-34.9987,2.6726,15.5154,50.6003,41.279
9521,-10.5266,59.3259,0.2292,241.017,65.8335,3.2579,20.2325,67.9099,4.909
3081,11.0489,-99.0799,0.2956,263.512,39.0543,2.9398,18.8279,65.9296,3.7613
15182,-7.5035,20.7825,0.2056,125.8379,68.9885,3.1209,25.1567,80.0851,19.335
2641,-21.3901,-77.4339,0.1703,381.607,51.0997,3.7911,29.6883,79.5649,24.109
385,11.3766,-1.0313,0.3371,196.962,20.8975,2.7243,17.8928,34.3841,12.174
5518,-14.7528,-81.6875,0.2936,188.461,46.0824,2.8932,19.3678,50.6311,0.1897
14904,10.3233,-45.0252,0.3535,182.448,-32.1735,2.7616,18.2322,36.9446,5.3995
12511,9.7395,-14.1025,0.7529,175.459,5.5436,2.2148,10.3094,13.2692,31.645
12496,18.1643,-40.5249,0.263,315.588,82.457,3.3005,29.4793,93.3775,5.1398
6648,3.9827,10.182,0.5556,116.047,-1.9289,2.2504,10.5833,18.337,4.4386
1985,9.6029,-128.872,0.1511,199.395,-32.1195,3.2874,38.2386,105.504,5.5266
6848,14.2623,29.591,0.4529,173.549,-13.3006,2.5224,15.8391,26.3904,4.268
14283,-36.0663,-6.4467,0.1596,40.7657,-95.8508,3.6827,38.2386,107.7974,47.4624
14087,-3.7829,-14.7089,0.6494,140.2448,8.4177,2.2,11.4618,12.8457,80.642
11890,10.0215,7.7603,0.4523,40.2113,30.738,2.4683,10.3156,58.8849,80.4352
18960,-19.695,-140.9462,0.2389,54.8511,-101.0299,2.7789,37.7617,153.344,77.782
1471,-16.0488,-3.135,0.437,162.2,18.0815,2.3918,16.3569,29.2209,20.7634
148,10.6797,28.2765,0.5923,136.651,-8.2607,2.4407,10.5839,20.6036,20.2025
11663,-6.1923,23.1461,0.1736,257.193,83.3217,3.5105,27.935,78.5656,20.2025
4172,15.9506,80.4449,0.1385,228.349,46.0652,3.6457,29.1882,86.9716,2.038
4040,18.032,-92.0304,0.1694,269.253,55.0795,3.9353,38.9439,91.8755,1.9148
17833,8.1397,-2.9891,0.3551,241.6005,-31.609,2.7738,20.297,32.2804,48.9157
1057,-7.1838,58.8582,0.1469,179.803,39.9753,3.1173,19.981,54.908,46.2043
17918,1.4599,-5.8405,0.4797,126.1629,-18.2676,2.3968,9.2414,52.8168,4.5385
11620,-16.1377,44.4752,0.2161,278.761,26.8505,3.0654,23.1441,41.3104,4.034
1194,25.3238,18.1707,0.1125,173.38,28.5863,3.4508,30.2821,37.6554,18.4008
2400,2.6469,-14.8853,0.3425,204.592,-12.1386,2.6488,14.8567,32.8215,23.934
4655,12.9198,-101.882,0.5623,238.875,11.9051,2.6637,12.1376,79.0219,10.196
4035,5.0304,45.8372,0.3574,205.412,-44.2358,2.9941,16.9062,50.3517,10.416
17540,-18.1936,26.2155,0.3596,222.872,44.9656,2.863,19.2569,52.8873,13.341
13977,-8.2839,-53.5094,0.2736,199.671,26.2659,3.153,13.4125,48.6724,2.4726
9532,-14.9239,-95.9883,0.2568,241.618,53.2844,3.1438,24.0949,65.8461,5.113
1143,-9.4736,-45.9685,0.1943,337.885,99.2544,3.4176,33.6521,106.983,0.4318
7513,-12.5216,8.7399,0.2786,49.4711,77.9938,3.0527,25.0323,79.5649,30.6901
18017,57.2381,-10.2615,0.0439,354.4363,-150.795,4.2233,87.5125,137.267,8.889
13708,-14.4452,71.932,0.3873,147.225,20.0711,2.5303,19.4801,58.4387,8.538
7902,-8.7804,-1.6762,0.5265,131.568,5.4024,2.3309,10.5943,16.8922,49.195
16705,5.8623,-4.1092,0.5177,144.1204,5.4024,2.281,11.395,16.8922,44.7503
759,-8.8082,37.1921,0.2771,194.185,20.9165,2.8011,19.5587,38.9602,2.2101
5464,-7.1287,27.244,0.6268,185.821,10.0746,2.3646,8.9492,22.7309,4.232
12932,24.9133,25.0551,0.2718,288.1879,-74.705,2.9854,38.2386,84.7453,53.7089
7603,0.0,6.806,0.738,68.3739,0.0,2.5445,0.0056,25.9214,0.0
3374,-6.5174,-93.2578,0.1722,270.21,75.1862,3.801,37.6507,106.983,0.252
17910,6.6876,51.8046,0.2638,78.8224,38.5759,3.0147,21.6376,49.7299,19.187
18276,15.4853,-28.4715,0.339,181.371,-10.7105,2.7716,21.877,34.9246,3.4856
9975,-5.3946,10.977,0.3921,238.556,22.1946,2.74,15.4678,36.9766,0.202
9613,11.3575,8.6408,0.5443,165.33,-7.0918,2.4296,11.7679,16.5264,12.6913
3521,-11.6604,-25.4291,0.3238,171.163,-17.3267,2.7694,16.9368,39.7884,5.854
3243,-7.3818,-0.7853,0.5938,92.8949,15.8398,2.3444,10.3005,26.8614,56.0863
16841,4.9946,79.9489,0.5647,167.128,26.4652,2.3803,10.4472,49.7299,2.125
16585,15.8426,72.8068,0.3322,120.3123,30.1982,2.8011,22.0968,76.147,45.2398
15235,8.1191,-27.2762,0.4806,195.525,-11.3924,2.4907,12.5645,22.6255,4.755
18260,11.0517,45.5559,0.3374,239.511,36.0533,2.8222,17.7692,54.5887,1.7301
17749,7.8975,18.9565,0.5366,181.7789,39.0543,2.8457,9.9458,48.1845,41.1069
13526,-22.3954,-43.4277,0.2652,200.796,33.5526,3.038,26.8882,45.0083,8.7643
4152,19.6189,52.4041,0.238,126.571,48.376,3.1059,28.4649,60.5815,4.909
13305,-82.2478,-30.272,0.1541,171.7382,-161.9227,3.2617,83.5381,180.1338,82.153
14756,-46.5113,66.553,0.0584,134.832,43.08,3.3742,53.3276,75.5105,89.7659
11058,20.0531,-28.0846,0.2918,312.446,-25.8885,3.0569,29.4793,35.6953,8.538
888,-13.12,-4.5987,0.1309,72.582,-24.8424,3.4188,25.7074,51.2637,47.7234
6043,-15.4309,-50.2587,0.3184,292.449,63.6223,3.3252,29.5407,86.9716,0.2731
5916,33.7141,-134.26,0.2188,345.521,-158.162,3.4649,77.1084,153.344,72.622
7735,-20.4546,64.454,0.1421,261.179,54.2919,3.6018,29.5407,64.3675,8.2019
2310,5.567,-36.0433,0.1672,325.697,-34.0836,3.183,20.7603,49.7299,6.4886
16300,-13.5594,-77.7625,0.3958,342.053,-42.5997,2.9398,24.2647,58.0216,0.26
16253,5.9391,25.2819,0.367,265.7389,-6.4504,2.49,16.2359,21.0167,10.896
4487,17.0315,8.3139,0.2991,220.931,26.8505,2.9562,22.6768,37.2863,0.2615
15504,-18.8752,13.7372,0.2321,204.824,17.8343,3.1173,27.4586,42.1245,21.5382
13330,-3.0781,24.5922,0.5615,67.9618,24.3176,2.5629,10.6494,24.7122,48.305
11946,3.9586,-16.7901,0.405,192.161,-22.4135,2.7638,14.6309,28.0883,61.9402
17842,-7.181,44.6591,0.4778,206.231,-13.8015,2.3589,12.543,22.1571,49.195
16259,75.1959,11.1289,0.1251,328.8961,-121.458,3.4703,81.3581,110.6346,89.2007
16778,29.925,14.4814,0.2652,373.8893,55.7717,3.2503,34.2727,63.003,6.2452
4197,-13.9255,-70.3242,0.3165,256.883,80.3109,2.6248,18.7448,81.598,3.906
9990,-13.1869,66.4239,0.2178,300.69,67.9471,3.1798,28.4289,86.9716,3.009
16983,-15.869,7.5798,0.2833,133.881,33.5526,2.9125,20.5156,47.9495,10.694
431,-18.7103,6.9242,0.2667,162.335,44.9016,2.8092,22.5107,56.6734,5.113
9851,-2.6572,22.4953,0.278,201.515,7.7459,3.0797,19.2319,33.2405,38.6659
13243,85.3448,-37.2418,0.116,302.999,-161.9227,3.9838,88.2878,179.8715,1.508
11674,-23.1977,64.4961,0.1311,182.689,57.3787,3.2033,29.4361,63.7085,10.9867
8328,-10.0031,12.261,0.2637,95.863,23.2029,2.78,19.1184,34.6872,27.3684
1657,4.9216,19.1143,0.2263,252.168,38.8908,3.0569,13.5327,56.301,7.2332
10705,10.2099,40.5613,0.4409,122.346,18.9573,2.3997,11.2507,29.273,14.3432
413,7.7899,60.5019,0.3217,122.613,38.108,2.723,16.2279,50.5417,8.732
13892,9.5871,35.4725,0.4592,203.537,22.7735,2.6464,12.7012,29.3304,0.374
8175,3.0901,1.5677,0.4775,105.52,17.6228,2.4005,11.419,22.8638,77.0597
1050,7.7526,15.6373,0.7066,174.136,-1.8627,2.0663,11.088,13.3231,23.648
16,11.3256,-4.7746,0.2865,191.455,22.7429,2.618,20.1946,41.311,26.143
18963,3.9065,2.9885,0.4077,238.214,-18.5736,2.7701,13.4125,27.8575,27.4297
11366,-12.0902,45.2689,0.2799,283.211,63.4685,3.073,27.9276,71.9732,8.5405
4897,23.1442,-31.276,0.2606,300.035,67.2765,3.261,37.5314,79.8282,1.2024
8940,4.6985,1.8017,0.5587,94.9036,17.4528,2.2109,10.693,21.7283,16.1564
15902,9.4337,-51.9364,0.325,366.3433,66.6867,2.7976,22.5107,82.3239,8.538
14614,-59.6544,-131.978,0.1118,300.036,-129.054,3.7214,84.4265,158.566,2.038
13212,33.9156,86.4579,0.1968,213.4696,85.8494,3.4987,42.3194,121.5846,10.377
15436,-6.4531,86.5018,0.5695,125.601,10.0746,2.7817,14.4724,58.6891,15.2636
17449,7.3248,38.6563,0.3978,196.192,32.8912,2.8215,16.3756,43.3839,4.721
16864,4.4002,6.1961,0.5502,229.118,17.3249,2.5484,10.4007,21.7555,38.6659
821,11.8166,-14.9342,0.7593,218.84,-6.6464,2.1383,10.5833,13.2042,6.4404
7441,-2.1569,3.5753,0.636,190.704,6.8249,2.233,11.1242,16.5264,20.9345
15868,-25.5589,92.5337,0.1505,60.374,90.2158,3.5201,42.34,108.261,53.7089
18104,9.6703,-20.901,0.4223,204.87,-21.7496,2.4472,13.6537,29.3304,44.8164
2676,-9.8572,18.4146,0.3526,222.612,23.0946,2.7493,17.3036,32.2241,2.211
17005,73.154,-213.901,0.2274,256.439,-150.795,3.362,83.5381,137.267,84.4018
2525,9.2773,-18.2012,0.4069,38.5349,38.108,2.5496,15.8483,49.2754,21.5382
3249,-6.4183,14.8025,0.4469,167.598,19.3269,2.5496,12.4866,27.3633,3.4856
17758,18.4183,-80.7482,0.2895,258.577,58.0618,3.1433,21.9778,65.9726,2.038
1426,20.7366,-57.1064,0.2265,270.904,87.9854,3.684,42.34,94.8668,1.737
11756,-24.0202,-36.6549,0.3015,323.495,39.8251,3.0101,27.9552,62.5927,53.457
5499,7.4962,-34.4592,0.6695,152.483,-19.1932,2.3883,8.6891,25.1685,44.8164
7057,-15.7211,-72.7971,0.1307,312.777,20.1408,3.255,42.3194,73.449,1.7301
7468,2.3665,40.9529,0.4436,222.206,10.5927,2.3971,10.5833,36.37,15.9883
14927,-9.8045,7.0156,0.1839,243.1062,-8.1313,3.1836,26.1729,61.2534,7.553
11449,16.8807,36.8669,0.4039,132.624,-25.2821,2.7328,17.0329,30.8233,12.863
15309,20.9173,-98.3865,0.1996,257.7743,-69.1267,3.1532,32.1181,106.969,51.791
14381,-10.4501,-13.5033,0.7761,79.1494,11.4645,2.0314,11.6747,12.7309,9.9314
11840,-10.4764,-5.5718,0.4688,105.204,-20.6041,2.3608,14.1931,28.9897,25.2239
9755,-7.5029,3.9919,0.5771,105.127,-13.3006,2.3309,11.5225,24.7426,4.245
8826,10.4587,-7.8864,0.3697,149.701,13.678,2.5717,14.9097,26.3093,11.1276
4011,7.831,-33.0433,0.2831,177.243,47.0768,2.7796,13.0752,61.2087,47.1486
10754,11.9598,42.2594,0.2243,229.198,27.6859,3.1518,21.9778,46.6248,8.2377
11482,-4.7056,88.4984,0.1736,275.836,83.0957,3.2089,17.0329,83.8945,5.5266
11483,-4.5091,6.14,0.4187,173.98,13.3708,2.7551,9.7508,22.7815,10.5909
7804,-14.8925,-15.4295,0.1486,228.735,19.9198,3.063,29.1882,41.7541,9.0533
15089,-11.3435,-3.3701,0.6406,241.61,-9.7393,2.3189,10.9001,18.3964,65.7379
9895,-15.1241,14.9229,0.23,230.259,28.197,3.0654,20.2441,42.5919,4.31
2272,-11.5755,16.9941,0.4849,154.319,11.0123,2.2148,12.4933,21.1265,12.174
1541,-8.5784,-10.7293,0.8165,99.625,-13.6434,2.2,7.0619,19.3604,65.6716
10027,18.5449,-4.2095,0.2828,60.8754,-14.7265,3.2107,21.877,31.8033,5.1398
14038,-10.5872,-27.3354,0.3781,218.8926,-32.3376,2.7789,22.0968,32.3464,46.557
12430,7.4105,14.6428,0.1911,178.182,46.9569,3.4188,27.935,47.9518,2.729
17826,-27.826,5.6429,0.261,186.859,23.1648,3.0523,30.9426,43.03,14.19
9255,-9.777,17.4768,0.3228,254.646,29.5777,2.7756,17.89,40.8865,4.286
15060,10.1228,-0.4332,0.4812,190.6379,20.7647,2.6248,11.2399,36.369,57.942
12039,11.7037,23.2737,0.4379,141.587,31.4852,2.7551,16.3756,34.5103,20.371
8150,8.245,-10.7008,0.3604,198.41,-12.0617,2.5004,19.0266,33.2405,49.0605
9617,-9.2849,17.4816,0.158,185.195,54.0013,3.4816,28.1355,67.855,2.6347
6297,10.9886,21.4601,0.3352,107.398,-19.1932,2.7616,19.0666,33.954,7.742
10129,16.7601,57.5241,0.5907,137.916,18.9573,2.4574,17.3212,29.5483,24.9483
8614,6.3345,2.5672,0.5897,129.21,16.1624,2.4378,10.7672,20.8126,29.1685
9469,11.6801,16.5788,0.4922,96.2171,10.6758,2.4728,14.9097,24.5597,49.2261
4934,22.2242,4.1133,0.1449,235.688,59.9786,3.4572,34.2727,81.638,3.44
12066,8.7595,40.7811,0.2626,199.098,41.3347,3.0092,20.9084,48.2748,2.012
6928,4.2132,-12.2795,0.5714,169.087,-12.1386,2.1508,7.1692,20.3579,17.4926
3951,5.671,-9.4964,0.4866,191.119,-11.6992,2.5092,12.6085,27.4623,59.461
2907,-17.9315,16.2979,0.4021,356.976,38.2855,3.0101,26.9862,61.4698,53.7089
9552,-5.6857,19.6741,0.6682,120.232,16.3082,2.2636,9.2718,22.7815,52.38
13039,-22.2363,-76.833,0.3173,388.062,25.9448,3.0995,34.9208,78.5656,1.202
14033,5.17,-17.7408,0.4907,258.36,-32.098,2.5259,12.9881,26.3353,85.3932
17909,14.7398,-11.9309,0.4997,162.3352,-15.9421,2.4952,27.8077,26.6952,59.4159
16946,2.7766,7.2206,0.5434,243.501,38.108,2.7796,14.1213,50.6311,4.232
18298,-22.9529,89.2592,0.2171,150.107,82.1991,3.4176,28.3893,84.7453,11.476
2179,6.2768,36.1565,0.538,137.624,19.8767,2.4298,7.0827,32.4042,68.163
13314,-9.4032,8.0143,0.4163,211.481,10.7647,2.4815,14.6063,23.2142,63.9277
17912,-14.2616,8.3788,0.4754,221.381,24.6948,2.5459,14.9003,25.5694,6.516
9537,10.6832,-11.2555,0.5,155.778,-18.2864,2.4997,11.6782,24.5597,56.553
7838,0.0,28.3101,0.6948,157.149,-17.0895,2.2,0.0056,20.1556,37.113
8231,-5.7283,16.9113,0.1873,226.752,44.2121,3.0941,20.5669,67.9253,4.232
10196,15.5312,43.6374,0.0717,224.478,67.9471,3.6018,38.6759,79.4345,8.538
14086,-10.6023,23.3634,0.3541,225.706,10.0263,2.6933,16.7337,34.4975,1.7099
9341,13.3825,18.6367,0.2909,70.067,-14.979,2.723,17.89,28.5807,15.426
18696,15.6015,-155.8492,0.3658,228.4716,-234.6538,2.895,30.2821,228.2337,37.4427
2984,8.7873,36.3902,0.4706,89.9134,28.7274,2.5403,10.5625,40.3395,41.559
18830,33.7577,-53.6993,0.1331,153.5856,-25.6666,3.5078,42.4963,37.2863,89.7659
13807,-22.2616,70.8477,0.179,180.247,46.6113,3.3285,31.8033,109.1565,11.9581
15907,-11.9606,26.3221,0.4035,180.665,22.0226,2.702,16.0964,25.8138,24.926
2569,12.2337,39.5165,0.2884,247.397,28.5104,3.1307,22.2631,42.2145,5.2981
10353,-12.1462,-2.7649,0.4711,193.489,-15.9024,2.4158,14.0922,29.477,49.2261
6892,8.6266,-9.3125,0.2371,102.78,-40.5452,3.056,28.1032,48.3574,42.4078
5540,-13.3589,-39.8524,0.1783,290.643,39.9753,3.4176,28.4649,61.5172,3.4
13232,-8.5308,-131.074,0.254,118.236,-150.795,2.6106,20.7749,158.566,3.06
15636,4.6205,-37.1728,0.484,263.945,-28.8645,2.5581,10.2137,36.9446,5.3161
3234,23.5571,43.8736,0.2555,173.939,64.7418,3.3018,35.2459,70.7387,1.9148
5778,-12.3711,-19.6349,0.4313,91.2358,-32.3376,2.6359,19.3678,28.4655,45.5122
10777,-0.7477,27.3754,0.2738,214.491,20.5464,2.8354,17.1467,42.1712,19.3195
10154,-17.6755,-33.8483,0.319,296.758,-54.2835,3.2503,28.3801,67.9099,0.662
6086,10.3555,46.3278,0.092,272.689,56.679,4.1805,37.7617,107.7974,47.4624
3543,8.9403,-155.943,0.2348,204.625,-115.0507,2.895,37.3156,149.7537,58.5112
10951,18.8937,-15.5371,0.1997,310.703,-17.4113,3.3153,31.8348,73.449,8.992
16096,5.2936,-15.8296,0.5196,151.69,-15.2097,2.49,9.6425,22.0086,56.553
3940,-6.2653,29.0887,0.2156,166.164,32.9002,3.0958,17.5852,36.9446,5.7595
9870,-23.8037,-0.5381,0.1689,254.782,32.4988,3.2396,25.5134,39.4681,7.553
18590,-36.4356,61.3107,0.0957,185.712,107.078,3.4746,45.4409,149.545,2.4726
16073,7.4715,-7.1063,0.3477,205.312,25.2332,2.723,16.0322,30.8219,13.7154
6986,-15.9181,37.9999,0.4225,127.406,28.5104,2.7493,20.1946,36.9453,8.732
2585,11.7857,-14.2962,0.805,49.5555,-6.6979,2.3324,10.9445,13.7929,49.6844
9298,10.0941,19.2496,0.4629,151.036,18.1999,2.3385,10.5833,21.912,9.7343
14137,4.3031,-0.3643,0.7794,201.84,9.0043,2.1599,7.273,12.8532,4.268
18756,19.0331,-126.0564,0.4542,343.8999,-93.6194,2.6464,37.7617,185.0381,18.5212
775,13.4314,-66.1234,0.1908,263.59,100.172,3.1179,22.4543,91.892,4.4256
11319,-17.113,-44.0666,0.3162,110.637,15.9289,2.8215,22.5865,31.5068,7.052
4401,-16.8557,-18.981,0.1501,242.144,57.1013,3.1518,22.5107,64.3192,5.1947
16381,-4.9255,17.278,0.5914,203.9175,24.106,2.4116,10.1021,20.7336,48.4901
3636,-4.7076,25.5613,0.5421,105.338,23.0532,2.4472,11.5868,21.5189,25.297
13070,14.5987,-17.1528,0.3779,252.382,21.9019,2.7796,18.0117,37.2093,6.0049
4390,-19.8893,85.7796,0.1118,165.201,83.0957,3.6193,32.1181,83.8945,2.8948
499,-13.7786,13.2986,0.4439,180.333,10.6758,2.6289,21.6376,27.6633,59.4159
2436,13.7615,-80.0218,0.1598,283.61,63.4685,3.6018,33.5032,84.7453,1.804
16740,9.6704,11.3365,0.6081,182.199,15.6805,2.4298,12.8139,22.976,15.825
1957,6.3205,-24.4647,0.6942,157.815,4.146,2.4771,7.1487,20.7336,1.727
3147,7.5399,-1.1644,0.6074,144.825,9.0297,2.4713,10.6018,18.794,20.2025
9644,-10.765,11.4503,0.2105,226.958,20.7647,2.9825,18.0692,41.3889,5.0486
7159,26.3442,13.3259,0.3322,204.293,18.5348,3.0015,27.2537,27.8821,44.732
12082,-10.169,-90.6431,0.1637,250.51,32.8215,3.0995,22.4543,72.6804,2.023
14080,6.7688,6.1548,0.6983,160.155,-16.9333,2.5092,8.9652,23.7506,14.155
6893,19.6086,49.5071,0.1823,153.433,39.3141,3.3456,38.9439,65.0492,19.335
15355,15.1931,-457.9161,0.0604,187.0187,-227.2416,4.1987,71.5243,246.8471,89.7659
4693,6.8573,6.7766,0.4861,188.581,-11.6992,2.7796,12.8981,27.8575,25.2239
12687,-4.3067,16.3835,0.5521,97.0489,16.3082,2.2443,10.5625,18.8638,59.4159
11170,11.517,0.7113,0.595,108.484,-4.73,2.3357,11.3751,16.9771,11.1276
15532,7.7851,32.1155,0.2602,121.0329,53.2844,2.9948,12.3901,51.2161,12.2948
6828,-11.0707,15.3898,0.7209,224.467,-9.7678,2.2889,10.6288,12.9089,31.645
4770,4.3312,2.8674,0.5817,223.696,-14.6316,2.5581,12.8211,23.4563,63.9277
14701,-8.2169,2.5201,0.6757,227.385,11.4628,2.4764,11.8683,17.9922,65.514
14135,-20.0636,-62.8211,0.1708,217.481,37.2872,3.0569,27.935,65.6318,8.609
10750,9.0345,-1.1232,0.1946,226.29,-22.7481,3.0569,22.5107,29.7394,20.6373
11534,4.0494,-1.6241,0.419,165.158,18.324,2.48,12.3499,27.1538,7.2332
6048,5.997,-1.1635,0.6995,212.873,12.4181,2.4192,10.7672,18.6618,31.76
3171,-23.6288,80.2307,0.1008,267.256,48.4967,3.1908,34.9208,60.8071,53.457
15210,18.4927,-21.3659,0.2872,333.785,-57.6991,3.1532,29.4361,87.2384,1.737
2259,9.7016,22.6936,0.3415,181.453,19.256,2.618,13.4156,24.5973,14.6067
13835,-7.3353,5.7235,0.3768,335.422,27.6859,2.8806,11.3751,31.1421,8.974
6599,-3.4861,9.5346,0.4134,192.589,22.4894,2.4472,11.9517,29.5483,59.461
18548,-15.2945,-59.7629,0.4238,237.58,38.4967,2.8848,19.7495,54.4773,2.8948
12501,-112.089,-107.141,0.0457,66.3019,-158.162,4.5769,158.705,173.9607,60.3617
5225,-11.3327,15.56,0.3613,137.699,12.3037,2.4579,14.998,24.5973,9.508
8485,10.9965,-1.7525,0.2651,134.804,28.5863,2.702,19.1184,35.7386,25.299
5027,13.6933,48.5325,0.1641,257.819,32.0105,3.261,28.1723,42.1712,4.3534
2158,-6.1703,-9.3016,0.5623,183.899,18.2394,2.2398,10.7672,21.912,1.7356
8974,4.3853,6.1629,0.4419,78.7342,15.8826,2.5496,12.9017,20.7548,83.4539
7564,-10.5677,-4.2867,0.1309,256.98,55.2096,3.3018,28.3801,66.5198,3.481
8999,-13.9478,11.4111,0.3964,260.99,-14.8064,2.5786,15.5169,25.4768,25.2228
2606,10.4609,-7.2638,0.576,59.8407,17.6801,2.3239,10.5165,21.4807,69.938
14911,20.3422,35.1742,0.2329,180.167,58.3096,3.1173,28.3801,65.9296,8.5405
1821,11.2342,2.9874,0.5741,63.5566,17.9032,2.4298,14.2196,22.6387,33.8245
