,fM3Trans,fAsym,fConc,fDist,fM3Long,fSize,fWidth,fLength,fAlpha
6510,5.24,22.0709,0.7704,98.7046,12.8399,2.3201,7.4484,21.4763,14.4566
13425,-8.8425,8.9559,0.5658,217.2301,23.0425,2.5569,9.3317,26.8136,53.587
5991,21.2982,7.853,0.2086,274.627,69.9837,3.3471,29.6883,77.0789,9.0533
2545,6.7577,68.7619,0.19,205.866,77.9938,3.2147,23.1362,79.5649,9.0533
16828,4.1055,25.6393,0.5873,171.561,18.9573,2.5303,10.5155,25.6878,44.5774
8942,11.1629,15.54,0.7064,198.666,-3.3077,2.1688,11.6825,12.608,29.159
11539,13.6775,1.7939,0.4488,122.932,-9.3052,2.5185,18.1608,27.6167,12.744
1885,9.4229,-25.2803,0.4199,231.062,25.4226,2.7493,18.7115,30.8011,4.268
11435,11.3353,1.7892,0.4759,127.306,-14.675,2.49,14.6309,25.4758,3.0779
3870,22.272,-74.9101,0.2016,277.917,49.1044,3.3456,26.2025,77.0789,0.662
16522,11.4796,-102.457,0.3159,123.176,95.0725,2.8848,10.5155,103.986,28.8291
12055,-11.6938,18.8599,0.2978,253.426,60.1055,3.1209,16.6392,62.6624,5.7357
5211,-5.5409,-25.2885,0.2844,112.79,-13.463,2.7555,20.2441,34.6358,12.6913
18041,47.9449,48.8325,0.0542,317.071,-121.458,4.1437,51.9419,141.223,77.7655
5370,-3.4017,21.0554,0.376,187.48,11.908,2.7789,16.9062,34.9604,22.1766
11035,9.4113,24.4317,0.4417,155.149,20.0711,2.4298,14.9097,34.4045,2.2101
15619,-31.0971,63.7622,0.2884,263.4252,30.738,2.6848,37.7918,50.6311,80.4307
1416,-16.1827,23.7771,0.3308,141.225,-16.1377,2.7616,20.2441,28.5807,42.3501
13540,-8.2224,25.5437,0.567,246.0085,11.7552,2.2889,8.5678,19.5172,44.921
1586,-9.3692,-29.9256,0.4515,207.403,-24.106,2.567,12.7905,31.5068,9.508
9521,-10.5266,59.3259,0.2292,241.017,77.9938,3.6941,25.7074,84.3821,2.3845
3081,11.0489,-99.0799,0.2956,263.512,-55.2142,3.2658,24.0051,86.9716,24.9483
15182,-7.5035,20.7825,0.2056,125.8379,20.9483,2.9965,13.547,44.8602,41.1069
2641,-21.3901,-77.4339,0.1703,381.607,-54.1429,3.801,33.3488,70.7387,14.6597
385,11.3766,-1.0313,0.3371,196.962,-22.7481,2.6075,17.89,31.8536,9.9495
5518,-14.7528,-81.6875,0.2936,188.461,48.078,3.0147,24.555,61.2534,19.9604
14904,10.3233,-45.0252,0.3535,182.448,28.7274,2.8136,16.1697,50.6003,31.983
12511,9.7395,-14.1025,0.7529,175.459,17.3249,2.4495,8.1628,20.1074,31.218
12496,18.1643,-40.5249,0.263,315.588,-57.6991,3.4188,25.4668,87.4843,1.804
6648,3.9827,10.182,0.5556,116.047,-13.6162,2.5988,12.3865,18.317,50.3182
1985,9.6029,-128.872,0.1511,199.395,66.6867,3.4876,21.1061,120.9908,8.992
6848,14.2623,29.591,0.4529,173.549,25.7983,2.4742,18.1898,30.7503,19.335
14283,-36.0663,-6.4467,0.1596,40.7657,-8.1183,3.5099,36.1413,78.0986,6.5405
14087,-3.7829,-14.7089,0.6494,140.2448,-8.5355,2.2707,11.1387,12.3915,45.0711
11890,10.0215,7.7603,0.4523,40.2113,-6.6979,2.4249,10.8997,20.3579,42.3501
18960,-19.695,-140.9462,0.2389,54.8511,110.813,3.2107,42.34,105.348,53.79
1471,-16.0488,-3.135,0.437,162.2,-9.0174,2.5024,16.5049,21.8698,80.4307
148,10.6797,28.2765,0.5923,136.651,18.6582,2.3444,10.9403,22.8716,4.286
11663,-6.1923,23.1461,0.1736,257.193,97.7039,3.3516,25.5134,87.4843,6.5405
4172,15.9506,80.4449,0.1385,228.349,58.3096,3.5252,27.5117,65.9296,2.095
4040,18.032,-92.0304,0.1694,269.253,-57.9233,3.3153,37.9854,109.86,11.9581
17833,8.1397,-2.9891,0.3551,241.6005,33.7819,2.8303,22.0968,47.985,7.3429
1057,-7.1838,58.8582,0.1469,179.803,57.1013,3.1561,27.935,64.3675,2.404
17918,1.4599,-5.8405,0.4797,126.1629,-16.0293,2.3664,8.5678,16.559,30.7311
11620,-16.1377,44.4752,0.2161,278.761,38.5385,3.0924,26.8882,60.2337,5.1947
1194,25.3238,18.1707,0.1125,173.38,95.0725,3.4104,42.34,109.86,11.9581
2400,2.6469,-14.8853,0.3425,204.592,-32.1735,2.7976,13.8336,36.369,8.538
4655,12.9198,-101.882,0.5623,238.875,-37.4959,2.4378,12.4907,56.9447,12.6913
4035,5.0304,45.8372,0.3574,205.412,44.2436,2.7549,10.415,52.9024,1.985
17540,-18.1936,26.2155,0.3596,222.872,19.1993,2.6359,21.9778,32.2804,8.564
13977,-8.2839,-53.5094,0.2736,199.671,-56.8794,3.1518,11.7966,57.6796,3.131
9532,-14.9239,-95.9883,0.2568,241.618,35.5142,3.0426,23.9225,70.0897,8.2019
1143,-9.4736,-45.9685,0.1943,337.885,54.2326,3.2564,19.2319,57.8733,0.267
7513,-12.5216,8.7399,0.2786,49.4711,64.7418,3.3516,23.9225,95.271,8.8829
18017,57.2381,-10.2615,0.0439,354.4363,-181.0984,4.1987,84.4021,187.9041,8.889
13708,-14.4452,71.932,0.3873,147.225,38.2324,3.1438,28.3828,50.6311,11.399
7902,-8.7804,-1.6762,0.5265,131.568,-13.6162,2.567,15.1377,19.2924,22.004
16705,5.8623,-4.1092,0.5177,144.1204,5.963,2.3385,11.5941,16.5794,45.0711
759,-8.8082,37.1921,0.2771,194.185,43.4581,2.9398,23.9225,54.4773,22.004
5464,-7.1287,27.244,0.6268,185.821,15.8398,2.3589,9.9073,20.5417,4.207
12932,24.9133,25.0551,0.2718,288.1879,110.813,3.0569,27.1889,118.747,10.257
7603,0.0,6.806,0.738,68.3739,14.0026,2.1599,0.0056,20.3898,23.725
3374,-6.5174,-93.2578,0.1722,270.21,59.5604,3.3005,27.4586,84.9009,2.628
17910,6.6876,51.8046,0.2638,78.8224,-19.3439,2.4631,7.0827,49.7299,25.2228
18276,15.4853,-28.4715,0.339,181.371,-40.5452,2.7532,22.2497,32.2804,14.5518
9975,-5.3946,10.977,0.3921,238.556,11.7552,2.7738,16.0981,40.0276,0.829
9613,11.3575,8.6408,0.5443,165.33,17.5152,2.2405,11.8791,21.0846,5.2981
3521,-11.6604,-25.4291,0.3238,171.163,-22.4135,2.7889,17.6248,32.0868,12.336
3243,-7.3818,-0.7853,0.5938,92.8949,-4.9255,2.3149,10.6288,20.1664,68.7907
16841,4.9946,79.9489,0.5647,167.128,43.4581,2.3847,9.6036,60.0875,22.7735
16585,15.8426,72.8068,0.3322,120.3123,78.1148,3.0995,28.1032,70.0897,87.619
15235,8.1191,-27.2762,0.4806,195.525,-16.6518,2.4594,12.1067,25.9034,16.816
18260,11.0517,45.5559,0.3374,239.511,-33.1617,2.8293,16.0194,36.9453,5.08
17749,7.8975,18.9565,0.5366,181.7789,21.0673,2.4191,12.3502,24.2515,7.5845
13526,-22.3954,-43.4277,0.2652,200.796,44.0177,3.4851,26.8882,49.737,2.012
4152,19.6189,52.4041,0.238,126.571,48.376,2.9965,27.9276,60.6909,4.31
13305,-82.2478,-30.272,0.1541,171.7382,-149.21,3.3144,83.5381,183.615,86.5559
14756,-46.5113,66.553,0.0584,134.832,57.1013,3.3018,50.7012,71.5616,8.1796
11058,20.0531,-28.0846,0.2918,312.446,-74.705,3.2874,24.6138,76.9149,46.2043
888,-13.12,-4.5987,0.1309,72.582,39.9753,3.4298,27.9276,79.0219,8.538
6043,-15.4309,-50.2587,0.3184,292.449,64.5494,3.1561,21.877,64.3675,8.889
5916,33.7141,-134.26,0.2188,345.521,103.076,3.476,40.1891,141.223,72.7475
7735,-20.4546,64.454,0.1421,261.179,48.698,3.4104,29.5407,64.7091,8.2019
2310,5.567,-36.0433,0.1672,325.697,-174.4185,4.1184,77.1084,179.8715,8.8
16300,-13.5594,-77.7625,0.3958,342.053,58.0618,2.8903,27.5117,65.9296,1.423
16253,5.9391,25.2819,0.367,265.7389,35.6147,2.9825,13.8909,65.6318,49.3005
4487,17.0315,8.3139,0.2991,220.931,20.6561,2.8338,22.4756,33.4992,4.9861
15504,-18.8752,13.7372,0.2321,204.824,15.8309,3.0953,25.8986,31.3357,7.553
13330,-3.0781,24.5922,0.5615,67.9618,-16.0054,2.3829,9.9406,19.941,38.2
11946,3.9586,-16.7901,0.405,192.161,18.0523,2.4631,12.909,29.7394,43.154
17842,-7.181,44.6591,0.4778,206.231,23.0425,2.5185,9.7812,33.2405,14.19
16259,75.1959,11.1289,0.1251,328.8961,-181.0984,3.1796,87.5125,187.586,41.9359
16778,29.925,14.4814,0.2652,373.8893,75.9449,3.1908,37.9854,70.0897,44.9107
4197,-13.9255,-70.3242,0.3165,256.883,43.4174,3.0097,22.516,65.541,1.423
9990,-13.1869,66.4239,0.2178,300.69,71.0791,3.4049,23.9225,77.3151,6.8425
16983,-15.869,7.5798,0.2833,133.881,20.7494,2.8692,25.1567,34.9246,7.1369
431,-18.7103,6.9242,0.2667,162.335,21.3956,3.0529,23.4979,40.2834,72.9346
9851,-2.6572,22.4953,0.278,201.515,20.8865,2.8094,14.35,41.671,23.648
13243,85.3448,-37.2418,0.116,302.999,58.8619,3.2383,88.2878,139.646,2.8948
11674,-23.1977,64.4961,0.1311,182.689,71.0791,3.3742,28.1723,77.0789,3.531
8328,-10.0031,12.261,0.2637,95.863,21.1347,2.7486,20.4587,29.3567,5.7949
1657,4.9216,19.1143,0.2263,252.168,36.9873,3.0502,16.0322,68.9277,4.6337
10705,10.2099,40.5613,0.4409,122.346,75.94,2.7675,14.5849,70.0897,68.7907
413,7.7899,60.5019,0.3217,122.613,43.08,3.1875,17.1878,54.908,0.267
13892,9.5871,35.4725,0.4592,203.537,23.0946,2.5484,10.9525,27.3178,6.2452
8175,3.0901,1.5677,0.4775,105.52,16.6283,2.48,10.3094,25.3202,2.242
1050,7.7526,15.6373,0.7066,174.136,17.2019,2.415,11.7966,20.8898,65.6716
16,11.3256,-4.7746,0.2865,191.455,-11.3924,2.5676,16.6092,25.9888,18.056
18963,3.9065,2.9885,0.4077,238.214,27.6859,2.6048,13.3068,34.9246,31.983
11366,-12.0902,45.2689,0.2799,283.211,56.1975,3.1179,25.6146,107.5882,41.9359
4897,23.1442,-31.276,0.2606,300.035,-62.6945,3.153,34.9208,86.9716,4.4386
8940,4.6985,1.8017,0.5587,94.9036,-13.6434,2.3909,10.693,24.1205,16.2339
15902,9.4337,-51.9364,0.325,366.3433,73.417,2.821,13.413,94.8668,6.582
14614,-59.6544,-131.978,0.1118,300.036,-120.058,3.1796,87.5125,126.029,84.3933
13212,33.9156,86.4579,0.1968,213.4696,-72.1374,3.684,30.1811,113.789,10.865
15436,-6.4531,86.5018,0.5695,125.601,4.8925,2.499,10.4472,36.9453,21.5382
17449,7.3248,38.6563,0.3978,196.192,40.2106,2.6248,12.8981,38.7558,43.301
16864,4.4002,6.1961,0.5502,229.118,15.5061,2.4472,7.2769,21.9839,27.4297
821,11.8166,-14.9342,0.7593,218.84,-4.73,2.3385,10.7504,13.0051,2.4234
7441,-2.1569,3.5753,0.636,190.704,17.053,2.2504,9.2468,21.462,69.938
15868,-25.5589,92.5337,0.1505,60.374,90.2158,3.3561,30.9426,108.261,68.7907
18104,9.6703,-20.901,0.4223,204.87,-15.4233,2.4522,12.7818,26.1827,55.2066
2676,-9.8572,18.4146,0.3526,222.612,-13.8015,2.7493,15.4689,31.5154,1.893
17005,73.154,-213.901,0.2274,256.439,-218.729,3.3614,73.065,192.197,84.6314
2525,9.2773,-18.2012,0.4069,38.5349,-26.0344,2.7328,12.4866,78.0986,4.669
3249,-6.4183,14.8025,0.4469,167.598,22.6601,2.5527,11.4032,29.0889,4.034
17758,18.4183,-80.7482,0.2895,258.577,58.8619,2.9125,23.1362,77.0789,2.038
1426,20.7366,-57.1064,0.2265,270.904,46.9569,3.153,26.8663,79.0219,1.7301
11756,-24.0202,-36.6549,0.3015,323.495,51.0764,3.0527,28.4289,62.6624,6.479
5499,7.4962,-34.4592,0.6695,152.483,-12.289,2.2504,10.7285,25.1685,43.154
7057,-15.7211,-72.7971,0.1307,312.777,53.1833,3.5661,33.6521,77.0789,4.4256
7468,2.3665,40.9529,0.4436,222.206,-14.7937,2.7926,12.3874,33.648,20.6373
14927,-9.8045,7.0156,0.1839,243.1062,31.6884,3.1561,19.9412,64.6948,89.6541
13843,-28.164,23.6759,0.3141,234.6044,47.0768,2.821,22.8423,54.6318,78.6364
11449,16.8807,36.8669,0.4039,132.624,26.2659,2.6359,17.989,33.648,14.19
15309,20.9173,-98.3865,0.1996,257.7743,-82.1914,3.1532,47.1696,186.792,41.1835
14381,-10.4501,-13.5033,0.7761,79.1494,3.4081,2.3152,7.3984,13.3126,10.896
9755,-7.5029,3.9919,0.5771,105.127,13.4294,2.2188,12.5353,20.061,34.4181
8826,10.4587,-7.8864,0.3697,149.701,-19.1932,2.5496,14.4627,36.9453,6.2452
4011,7.831,-33.0433,0.2831,177.243,-13.3006,2.7731,17.5852,34.5402,11.423
10754,11.9598,42.2594,0.2243,229.198,44.8596,2.9509,14.0922,66.6981,44.7503
11482,-4.7056,88.4984,0.1736,275.836,87.9854,3.2089,31.2076,93.3691,4.901
11483,-4.5091,6.14,0.4187,173.98,-18.2676,2.4935,15.246,24.5973,26.52
7804,-14.8925,-15.4295,0.1486,228.735,29.0293,3.1676,31.8033,64.3675,4.4265
15089,-11.3435,-3.3701,0.6406,241.61,10.0263,2.3847,11.6637,18.337,72.9346
9895,-15.1241,14.9229,0.23,230.259,25.3813,2.7675,20.4587,35.4667,6.552
2272,-11.5755,16.9941,0.4849,154.319,-19.1932,2.5455,13.413,29.3108,29.159
1541,-8.5784,-10.7293,0.8165,99.625,6.4167,2.3355,11.0962,16.5264,20.9345
10027,18.5449,-4.2095,0.2828,60.8754,-22.7664,2.8684,20.0706,30.8021,13.7183
14038,-10.5872,-27.3354,0.3781,218.8926,-41.1418,2.7466,19.3381,49.1701,19.9604
12430,7.4105,14.6428,0.1911,178.182,-25.2821,3.5511,22.5107,37.7037,18.1987
17826,-27.826,5.6429,0.261,186.859,22.6197,3.1773,31.8348,36.7526,29.901
9255,-9.777,17.4768,0.3228,254.646,27.6859,2.7493,17.1474,40.3395,15.6504
15060,10.1228,-0.4332,0.4812,190.6379,-14.8064,2.3139,12.3874,21.7283,43.2397
12039,11.7037,23.2737,0.4379,141.587,22.7735,2.5453,19.108,34.3841,3.7736
8150,8.245,-10.7008,0.3604,198.41,18.2394,2.7497,12.909,30.5863,16.816
9617,-9.2849,17.4816,0.158,185.195,44.0177,3.4539,27.4219,65.0492,4.457
6297,10.9886,21.4601,0.3352,107.398,-20.8908,2.9562,16.9368,48.6724,19.892
10129,16.7601,57.5241,0.5907,137.916,39.7093,2.7976,16.9368,56.6734,50.6682
8614,6.3345,2.5672,0.5897,129.21,19.9198,2.5259,12.3425,27.5577,13.341
9469,11.6801,16.5788,0.4922,96.2171,13.385,2.616,11.7679,22.6255,10.321
4934,22.2242,4.1133,0.1449,235.688,57.4714,3.6018,25.1567,61.5172,3.6587
12066,8.7595,40.7811,0.2626,199.098,35.5142,3.0869,28.0342,45.1917,0.94
6928,4.2132,-12.2795,0.5714,169.087,-18.2864,2.3444,10.1021,24.5597,46.2043
3951,5.671,-9.4964,0.4866,191.119,18.6435,2.4579,16.0194,22.8654,39.5169
2907,-17.9315,16.2979,0.4021,356.976,-21.7391,2.6812,20.4587,31.1421,8.5405
9552,-5.6857,19.6741,0.6682,120.232,12.6605,2.4298,11.788,18.794,15.3056
13039,-22.2363,-76.833,0.3173,388.062,48.698,3.1307,28.3801,92.1126,2.8948
14033,5.17,-17.7408,0.4907,258.36,-18.2864,2.3509,10.7479,22.1571,56.553
17909,14.7398,-11.9309,0.4997,162.3352,18.5907,2.3191,14.9489,18.4932,83.5983
16946,2.7766,7.2206,0.5434,243.501,7.0023,2.2565,10.4007,21.0846,9.1317
18298,-22.9529,89.2592,0.2171,150.107,53.6536,2.7789,19.7212,61.5172,4.7061
2179,6.2768,36.1565,0.538,137.624,18.9573,2.4933,10.4472,29.4713,9.941
13314,-9.4032,8.0143,0.4163,211.481,16.5295,2.5384,14.9489,22.2363,41.5633
17912,-14.2616,8.3788,0.4754,221.381,28.7274,2.4718,14.4627,30.8219,27.3684
9537,10.6832,-11.2555,0.5,155.778,-4.9255,2.3086,10.5065,20.8042,31.3026
7838,0.0,28.3101,0.6948,157.149,0.0,2.485,0.0,22.6203,37.168
8231,-5.7283,16.9113,0.1873,226.752,60.7529,3.4298,28.3801,76.1914,4.245
10196,15.5312,43.6374,0.0717,224.478,75.1862,3.9838,71.9712,112.902,8.889
14086,-10.6023,23.3634,0.3541,225.706,17.5867,2.905,18.898,23.8094,4.207
9341,13.3825,18.6367,0.2909,70.067,19.8767,2.6972,17.1474,27.6633,4.591
18696,15.6015,-155.8492,0.3658,228.4716,102.411,2.6749,22.0162,128.945,48.245
2984,8.7873,36.3902,0.4706,89.9134,13.385,2.7243,16.1482,29.273,15.9883
18830,33.7577,-53.6993,0.1331,153.5856,159.9108,3.2147,70.6821,141.223,47.1486
13807,-22.2616,70.8477,0.179,180.247,95.0725,3.2147,30.2821,106.983,25.381
15907,-11.9606,26.3221,0.4035,180.665,18.1999,2.4771,12.2498,27.5577,3.427
2569,12.2337,39.5165,0.2884,247.397,23.4775,3.0995,19.8659,35.4667,2.267
10353,-12.1462,-2.7649,0.4711,193.489,19.0625,2.5224,14.35,21.7894,33.725
6892,8.6266,-9.3125,0.2371,102.78,-22.7664,3.0995,19.0992,38.6741,9.6757
5540,-13.3589,-39.8524,0.1783,290.643,-32.9923,3.4508,29.923,60.9546,22.1766
13232,-8.5308,-131.074,0.254,118.236,20.5464,3.2107,25.3189,141.967,3.651
15636,4.6205,-37.1728,0.484,263.945,-25.133,2.5587,11.9517,34.9604,13.7183
3234,23.5571,43.8736,0.2555,173.939,36.9873,3.0569,28.2821,69.4073,1.2306
5778,-12.3711,-19.6349,0.4313,91.2358,25.9448,2.6248,13.4156,26.6952,74.888
10777,-0.7477,27.3754,0.2738,214.491,23.321,2.9342,12.4573,42.1712,2.608
10154,-17.6755,-33.8483,0.319,296.758,45.0492,3.0958,27.5328,78.5656,8.5405
6086,10.3555,46.3278,0.092,272.689,93.5119,3.9373,88.3068,113.789,53.79
3543,8.9403,-155.943,0.2348,204.625,25.7983,3.4637,27.935,107.5882,0.8433
10951,18.8937,-15.5371,0.1997,310.703,-95.8508,3.1209,27.4185,80.0851,15.2636
16096,5.2936,-15.8296,0.5196,151.69,25.2332,2.4624,9.9406,30.8233,18.0418
3940,-6.2653,29.0887,0.2156,166.164,-32.1735,3.2503,23.9783,60.1055,24.9483
9870,-23.8037,-0.5381,0.1689,254.782,-65.8335,3.1676,33.5384,71.5616,35.9098
18590,-36.4356,61.3107,0.0957,185.712,100.5,4.1805,88.3068,137.267,17.086
16073,7.4715,-7.1063,0.3477,205.312,-25.2821,2.8011,17.0329,47.1071,4.501
6986,-15.9181,37.9999,0.4225,127.406,16.3082,2.6243,18.4405,25.1685,14.1145
2585,11.7857,-14.2962,0.805,49.5555,7.1055,2.1959,11.7212,12.8462,79.928
9298,10.0941,19.2496,0.4629,151.036,-13.6162,2.5658,12.9384,25.6931,20.6373
14137,4.3031,-0.3643,0.7794,201.84,1.2252,2.1508,7.3265,19.9277,47.2791
18756,19.0331,-126.0564,0.4542,343.8999,102.4114,2.5402,37.5314,144.412,3.2487
775,13.4314,-66.1234,0.1908,263.59,-54.2835,3.1561,24.6138,69.4048,8.5405
11319,-17.113,-44.0666,0.3162,110.637,17.5152,2.4241,15.4689,21.0846,60.3097
4401,-16.8557,-18.981,0.1501,242.144,69.9837,3.684,28.8639,82.5928,4.232
16381,-4.9255,17.278,0.5914,203.9175,15.9017,2.5527,13.8336,31.5154,47.1486
3636,-4.7076,25.5613,0.5421,105.338,25.5307,2.2589,7.273,22.0086,66.0914
13070,14.5987,-17.1528,0.3779,252.382,11.646,2.7462,17.989,36.37,8.269
4390,-19.8893,85.7796,0.1118,165.201,62.6831,3.3456,26.173,80.0851,32.506
499,-13.7786,13.2986,0.4439,180.333,25.9448,2.5658,10.3156,38.4589,89.7659
2436,13.7615,-80.0218,0.1598,283.61,54.0013,3.141,31.8348,91.8755,2.404
16740,9.6704,11.3365,0.6081,182.199,12.4181,2.4298,10.9525,18.7485,13.1186
1957,6.3205,-24.4647,0.6942,157.815,5.4024,2.2304,11.2507,16.8922,46.7087
3147,7.5399,-1.1644,0.6074,144.825,3.1351,2.2504,10.5145,16.9503,14.3432
9644,-10.765,11.4503,0.2105,226.958,30.5728,2.7493,17.1474,39.6591,2.023
7159,26.3442,13.3259,0.3322,204.293,39.9753,3.0436,38.5389,62.5927,21.6796
12082,-10.169,-90.6431,0.1637,250.51,46.6966,3.4272,33.3488,87.2384,4.4265
14080,6.7688,6.1548,0.6983,160.155,10.9982,2.3404,12.8981,18.9583,59.954
6893,19.6086,49.5071,0.1823,153.433,100.5,3.1313,38.5389,73.0124,49.3005
15355,15.1931,-457.9161,0.0604,187.0187,-270.1926,4.1184,73.065,247.9249,50.664
4693,6.8573,6.7766,0.4861,188.581,-14.9936,2.5074,12.8981,25.1194,31.645
12687,-4.3067,16.3835,0.5521,97.0489,19.0913,2.4298,8.5678,19.8391,83.5983
11170,11.517,0.7113,0.595,108.484,8.6654,2.2889,10.415,15.0041,81.1395
15532,7.7851,32.1155,0.2602,121.0329,-19.6917,2.7604,19.0266,29.5116,13.171
6828,-11.0707,15.3898,0.7209,224.467,-3.4544,2.2504,10.6824,13.0051,78.0997
4770,4.3312,2.8674,0.5817,223.696,-14.5591,2.2188,10.4337,25.7009,77.849
14701,-8.2169,2.5201,0.6757,227.385,-7.0918,2.2778,11.2399,16.8977,32.7666
14135,-20.0636,-62.8211,0.1708,217.481,53.2844,3.4746,29.7969,71.5129,1.737
10750,9.0345,-1.1232,0.1946,226.29,52.2899,2.934,17.4422,59.7685,33.313
11534,4.0494,-1.6241,0.419,165.158,17.053,2.4241,12.9271,21.462,7.6688
6048,5.997,-1.1635,0.6995,212.873,-6.1621,2.2355,9.9406,20.3579,16.1763
3171,-23.6288,80.2307,0.1008,267.256,71.2318,3.5765,33.5032,73.0124,4.6137
15210,18.4927,-21.3659,0.2872,333.785,-32.3376,2.9914,27.9276,61.5172,1.048
2259,9.7016,22.6936,0.3415,181.453,-19.1932,2.7462,17.3386,31.1555,13.2274
13835,-7.3353,5.7235,0.3768,335.422,39.3141,3.0279,17.1227,65.541,5.2524
6599,-3.4861,9.5346,0.4134,192.589,10.0855,2.49,15.246,24.5973,20.5917
18548,-15.2945,-59.7629,0.4238,237.58,-46.0864,2.7328,23.4979,54.908,50.5844
12501,-112.089,-107.141,0.0457,66.3019,-174.418,4.5769,99.0565,179.8715,72.2367
5225,-11.3327,15.56,0.3613,137.699,13.4884,2.49,16.221,29.4713,1.9954
8485,10.9965,-1.7525,0.2651,134.804,15.6523,2.8055,21.5689,27.3015,8.5405
5027,13.6933,48.5325,0.1641,257.819,38.7838,3.1931,18.7076,54.3082,1.985
2158,-6.1703,-9.3016,0.5623,183.899,-7.8253,2.3139,11.1326,16.9771,7.2332
8974,4.3853,6.1629,0.4419,78.7342,19.6201,2.4522,12.8993,24.388,19.3319
7564,-10.5677,-4.2867,0.1309,256.98,65.2844,3.5511,33.3488,74.7577,3.2776
8999,-13.9478,11.4111,0.3964,260.99,13.4884,2.527,14.9097,26.591,9.7343
2606,10.4609,-7.2638,0.576,59.8407,10.0746,2.2589,11.4618,16.8922,49.4642
14911,20.3422,35.1742,0.2329,180.167,66.6867,3.1532,27.935,68.4755,8.269
1821,11.2342,2.9874,0.5741,63.5566,-18.1403,2.49,10.5833,24.424,53.7318
