,fM3Trans,fAsym,fConc,fDist,fM3Long,fSize,fWidth,fLength,fAlpha
14381,-10.4501,-13.5033,0.7761,79.1494,12.366,2.3784,11.3751,32.3414,7.2265
11840,-10.4764,-5.5718,0.4688,105.204,16.7758,2.4158,11.4023,25.4758,19.335
9755,-7.5029,3.9919,0.5771,105.127,-6.1621,2.3589,11.5153,16.9293,14.3432
8826,10.4587,-7.8864,0.3697,149.701,42.3068,2.8011,18.0117,51.5363,4.207
4011,7.831,-33.0433,0.2831,177.243,-32.0062,2.7455,17.6439,50.6003,7.553
10754,11.9598,42.2594,0.2243,229.198,57.1013,3.1617,18.2172,64.7091,8.2019
11482,-4.7056,88.4984,0.1736,275.836,95.0725,3.1518,27.1889,93.3691,22.1766
11483,-4.5091,6.14,0.4187,173.98,19.1993,2.6069,15.5169,29.3108,43.7754
7804,-14.8925,-15.4295,0.1486,228.735,28.7274,3.4572,37.5314,50.6003,17.749
15089,-11.3435,-3.3701,0.6406,241.61,-3.3077,2.3157,12.4933,14.0026,20.371
9895,-15.1241,14.9229,0.23,230.259,38.2324,2.9562,20.4992,40.6756,15.426
2272,-11.5755,16.9941,0.4849,154.319,-9.2523,2.5569,11.9659,34.6872,83.3564
1541,-8.5784,-10.7293,0.8165,99.625,13.3708,2.3729,11.5967,18.337,5.7949
10027,18.5449,-4.2095,0.2828,60.8754,-40.5452,2.9125,21.9778,32.1947,4.7061
14038,-10.5872,-27.3354,0.3781,218.8926,-9.3485,2.3023,21.3805,21.1218,48.9157
12430,7.4105,14.6428,0.1911,178.182,15.6523,3.056,17.6248,19.8391,72.975
17826,-27.826,5.6429,0.261,186.859,-24.3158,2.7616,27.7158,38.7116,16.1131
9255,-9.777,17.4768,0.3228,254.646,28.5863,2.9967,18.1143,42.9672,51.946
15060,10.1228,-0.4332,0.4812,190.6379,-15.7148,2.3738,10.2416,38.7116,48.1747
12039,11.7037,23.2737,0.4379,141.587,17.5867,2.5392,14.5068,33.1995,14.19
8150,8.245,-10.7008,0.3604,198.41,11.4645,2.6069,17.1474,27.5577,4.575
9617,-9.2849,17.4816,0.158,185.195,22.7429,3.1679,23.1362,47.9518,43.2397
6297,10.9886,21.4601,0.3352,107.398,23.0425,2.6597,18.7448,33.2405,26.5117
10129,16.7601,57.5241,0.5907,137.916,22.6601,2.6289,17.3662,41.2127,20.2025
8614,6.3345,2.5672,0.5897,129.21,16.3082,2.5496,9.7812,23.1468,79.144
9469,11.6801,16.5788,0.4922,96.2171,16.3082,2.3608,11.6572,22.8611,53.7318
4934,22.2242,4.1133,0.1449,235.688,41.3347,3.5661,33.3488,54.3082,0.833
12066,8.7595,40.7811,0.2626,199.098,18.0815,2.9125,20.7603,40.7829,2.8019
6928,4.2132,-12.2795,0.5714,169.087,7.502,2.2135,11.1242,19.2551,78.0997
3951,5.671,-9.4964,0.4866,191.119,16.6826,2.4289,12.4907,23.7571,15.9883
2907,-17.9315,16.2979,0.4021,356.976,58.2019,2.7466,21.9778,73.0124,8.1473
9552,-5.6857,19.6741,0.6682,120.232,17.2019,2.5544,10.4472,19.941,18.6683
13039,-22.2363,-76.833,0.3173,388.062,44.2436,2.9582,28.3801,70.9683,1.415
14033,5.17,-17.7408,0.4907,258.36,21.0419,2.3847,11.6637,27.3906,10.8418
17909,14.7398,-11.9309,0.4997,162.3352,-19.3439,2.3997,14.998,33.2405,54.9252
16946,2.7766,7.2206,0.5434,243.501,18.0523,2.3355,10.3156,20.0062,37.168
18298,-22.9529,89.2592,0.2171,150.107,59.1684,3.0523,26.1477,80.0851,24.99
2179,6.2768,36.1565,0.538,137.624,22.6222,2.5092,10.4472,28.9897,10.225
13314,-9.4032,8.0143,0.4163,211.481,20.7494,2.5259,17.4507,34.7405,12.6698
17912,-14.2616,8.3788,0.4754,221.381,-15.9024,2.7697,24.555,26.2966,0.662
9537,10.6832,-11.2555,0.5,155.778,-4.73,2.2148,10.3094,13.0051,22.0158
7838,0.0,28.3101,0.6948,157.149,0.0,2.1222,0.0,21.0846,51.791
8231,-5.7283,16.9113,0.1873,226.752,95.0725,3.1978,19.0251,117.106,50.6682
10196,15.5312,43.6374,0.0717,224.478,46.6113,3.9381,38.6759,79.1585,4.4265
14086,-10.6023,23.3634,0.3541,225.706,13.4294,2.5593,19.0666,30.3114,17.031
9341,13.3825,18.6367,0.2909,70.067,27.6859,2.9509,14.1694,42.1712,89.7028
18696,15.6015,-155.8492,0.3658,228.4716,107.078,2.8543,37.5314,137.267,41.5633
2984,8.7873,36.3902,0.4706,89.9134,32.8215,2.4598,10.7285,36.8508,29.5269
18830,33.7577,-53.6993,0.1331,153.5856,66.8435,3.6193,35.2459,87.2384,47.0808
13807,-22.2616,70.8477,0.179,180.247,80.3109,3.2671,28.3801,82.4622,10.98
15907,-11.9606,26.3221,0.4035,180.665,22.6046,2.4631,12.9017,29.2813,15.547
2569,12.2337,39.5165,0.2884,247.397,17.9294,2.88,15.4678,42.5919,9.9314
10353,-12.1462,-2.7649,0.4711,193.489,17.5152,2.3191,14.9745,21.0846,49.2261
6892,8.6266,-9.3125,0.2371,102.78,-19.655,3.1999,20.4992,33.648,26.137
5540,-13.3589,-39.8524,0.1783,290.643,61.4144,3.5105,29.9255,71.9732,4.457
13232,-8.5308,-131.074,0.254,118.236,70.6318,2.9044,25.7419,121.699,72.622
15636,4.6205,-37.1728,0.484,263.945,17.5867,2.6453,10.3988,34.6358,3.7348
3234,23.5571,43.8736,0.2555,173.939,49.1103,3.3456,27.5117,70.1479,50.3182
5778,-12.3711,-19.6349,0.4313,91.2358,18.6435,2.7348,15.4689,29.273,13.427
10777,-0.7477,27.3754,0.2738,214.491,25.6655,2.7271,14.4627,35.6882,11.338
10154,-17.6755,-33.8483,0.319,296.758,-46.3746,3.2503,23.4979,78.4363,5.7949
6086,10.3555,46.3278,0.092,272.689,93.5119,4.1165,38.9439,91.8755,12.1098
3543,8.9403,-155.943,0.2348,204.625,57.1013,2.8222,16.2775,75.2057,2.038
10951,18.8937,-15.5371,0.1997,310.703,59.9786,3.4283,33.6521,61.1136,4.4265
16096,5.2936,-15.8296,0.5196,151.69,4.146,2.4472,10.9403,16.9293,33.5626
3940,-6.2653,29.0887,0.2156,166.164,42.7354,3.068,29.1882,51.2161,4.989
9870,-23.8037,-0.5381,0.1689,254.782,57.1013,3.5511,29.923,64.3999,4.327
18590,-36.4356,61.3107,0.0957,185.712,73.6068,3.7439,88.2878,79.1585,1.2024
16073,7.4715,-7.1063,0.3477,205.312,33.6343,2.7415,10.9243,49.1324,5.7357
6986,-15.9181,37.9999,0.4225,127.406,-12.1785,2.5072,19.0664,33.2899,3.6587
2585,11.7857,-14.2962,0.805,49.5555,7.0397,2.0473,11.7922,12.0413,73.9574
9298,10.0941,19.2496,0.4629,151.036,15.9017,2.8202,11.6825,31.5877,9.132
14137,4.3031,-0.3643,0.7794,201.84,12.4181,2.273,7.3265,19.0738,65.816
18756,19.0331,-126.0564,0.4542,343.8999,-63.0268,2.8543,32.1181,105.504,54.97
775,13.4314,-66.1234,0.1908,263.59,63.7105,3.0013,29.0411,79.4345,8.538
11319,-17.113,-44.0666,0.3162,110.637,25.3813,2.7332,21.3805,30.811,27.3684
4401,-16.8557,-18.981,0.1501,242.144,21.3202,3.3406,26.1729,43.8486,5.544
16381,-4.9255,17.278,0.5914,203.9175,24.3707,2.3829,10.9403,16.6056,41.617
3636,-4.7076,25.5613,0.5421,105.338,11.4645,2.4023,12.909,22.1614,17.031
13070,14.5987,-17.1528,0.3779,252.382,-25.8508,2.8055,20.2556,33.2899,9.508
4390,-19.8893,85.7796,0.1118,165.201,54.2326,3.1798,26.5826,84.3821,10.257
499,-13.7786,13.2986,0.4439,180.333,4.9762,2.3357,15.5833,19.0738,61.9402
2436,13.7615,-80.0218,0.1598,283.61,-55.23,3.2174,29.7969,81.0934,8.609
16740,9.6704,11.3365,0.6081,182.199,-10.7301,2.3909,12.8985,19.3604,29.312
1957,6.3205,-24.4647,0.6942,157.815,13.6412,2.2589,7.0172,20.8126,9.037
3147,7.5399,-1.1644,0.6074,144.825,9.0297,2.4378,11.4618,18.794,42.3501
9644,-10.765,11.4503,0.2105,226.958,22.3355,3.073,20.0706,36.0699,2.242
7159,26.3442,13.3259,0.3322,204.293,22.7772,2.88,27.5117,32.4042,8.5405
12082,-10.169,-90.6431,0.1637,250.51,46.9569,3.3615,27.935,86.5058,5.7357
14080,6.7688,6.1548,0.6983,160.155,-13.463,2.3149,12.4907,19.9277,16.634
6893,19.6086,49.5071,0.1823,153.433,46.6113,3.153,27.5297,105.348,7.553
15355,15.1931,-457.9161,0.0604,187.0187,-103.076,4.1165,76.5568,179.8715,89.6541
4693,6.8573,6.7766,0.4861,188.581,-19.1932,2.7164,11.9321,33.2899,9.1317
12687,-4.3067,16.3835,0.5521,97.0489,14.0333,2.5283,13.6537,34.4975,14.824
11170,11.517,0.7113,0.595,108.484,10.0263,2.281,11.7966,18.337,16.7015
15532,7.7851,32.1155,0.2602,121.0329,27.3118,3.1237,11.7212,31.1555,89.7228
6828,-11.0707,15.3898,0.7209,224.467,-7.4255,2.0273,11.4618,12.8462,47.1486
4770,4.3312,2.8674,0.5817,223.696,-9.835,2.2405,7.3964,18.7485,1.9805
14701,-8.2169,2.5201,0.6757,227.385,13.6412,2.4594,10.88,20.8126,9.1317
14135,-20.0636,-62.8211,0.1708,217.481,65.6318,3.284,28.3801,73.0124,5.0486
10750,9.0345,-1.1232,0.1946,226.29,64.2465,3.0569,22.5107,64.6947,12.1098
11534,4.0494,-1.6241,0.419,165.158,13.6412,2.499,12.3901,26.3353,15.547
6048,5.997,-1.1635,0.6995,212.873,12.4181,2.3355,10.9195,18.7485,41.617
3171,-23.6288,80.2307,0.1008,267.256,66.8435,3.6665,28.3893,87.2384,4.4386
15210,18.4927,-21.3659,0.2872,333.785,66.72,3.1532,29.453,92.3205,8.538
2259,9.7016,22.6936,0.3415,181.453,21.0419,2.7447,17.5422,27.2369,17.749
13835,-7.3353,5.7235,0.3768,335.422,-28.7833,2.8848,23.9562,65.6318,5.2981
6599,-3.4861,9.5346,0.4134,192.589,13.3708,2.567,15.9185,24.5973,21.4367
18548,-15.2945,-59.7629,0.4238,237.58,-36.4413,2.5455,19.0266,54.4773,8.538
12501,-112.089,-107.141,0.0457,66.3019,-150.795,4.5769,87.5125,137.267,8.8
5225,-11.3327,15.56,0.3613,137.699,29.5777,2.5392,16.9368,32.3464,50.3182
8485,10.9965,-1.7525,0.2651,134.804,18.9573,2.7585,16.9062,31.5877,32.7666
5027,13.6933,48.5325,0.1641,257.819,39.966,3.5891,28.1355,61.5118,1.7301
2158,-6.1703,-9.3016,0.5623,183.899,24.3176,2.4472,9.2468,25.5694,1.9798
8974,4.3853,6.1629,0.4419,78.7342,-3.6903,2.3253,12.903,15.9013,14.7506
7564,-10.5677,-4.2867,0.1309,256.98,55.7717,3.5456,28.1355,77.0789,2.038
8999,-13.9478,11.4111,0.3964,260.99,21.3956,2.7796,18.0117,24.5973,15.103
2606,10.4609,-7.2638,0.576,59.8407,17.6801,2.3149,11.0461,22.4688,19.3319
